"conds","fog","hail","rain","snow","thunder","tornado","temp","vis","date","year","month","day","hour","minute","second","tzname"
Light Rain,0,0,1,0,0,0,13.9,4.8,2014/10/01 09:40:00,2014,10,01,09,40,00,America/New_York
Rain,0,0,1,0,0,0,15.6,4.8,2014/10/01 09:52:00,2014,10,01,09,52,00,America/New_York
Light Rain,0,0,1,0,0,0,13.9,4.0,2014/10/01 10:25:00,2014,10,01,10,25,00,America/New_York
Rain,0,0,1,0,0,0,15.0,4.0,2014/10/01 10:27:00,2014,10,01,10,27,00,America/New_York
Light Rain,0,0,1,0,0,0,15.0,6.4,2014/10/01 10:41:00,2014,10,01,10,41,00,America/New_York
Overcast,0,0,0,0,0,0,13.9,4.0,2014/10/01 10:52:00,2014,10,01,10,52,00,America/New_York
Rain,0,0,1,0,0,0,15.0,2.8,2014/10/01 10:57:00,2014,10,01,10,57,00,America/New_York
Light Rain,0,0,1,0,0,0,15.0,4.8,2014/10/01 11:18:00,2014,10,01,11,18,00,America/New_York
Light Rain,0,0,1,0,0,0,15.0,6.4,2014/10/01 11:31:00,2014,10,01,11,31,00,America/New_York
Rain,0,0,1,0,0,0,15.0,3.2,2014/10/01 11:44:00,2014,10,01,11,44,00,America/New_York
Rain,0,0,1,0,0,0,15.0,3.2,2014/10/01 11:52:00,2014,10,01,11,52,00,America/New_York
Heavy Rain,0,0,1,0,0,0,15.0,2.0,2014/10/01 12:01:00,2014,10,01,12,01,00,America/New_York
Rain,0,0,1,0,0,0,15.0,4.0,2014/10/01 12:29:00,2014,10,01,12,29,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,4.8,2014/10/01 12:36:00,2014,10,01,12,36,00,America/New_York
Rain,0,0,1,0,0,0,14.4,3.2,2014/10/01 12:52:00,2014,10,01,12,52,00,America/New_York
Heavy Rain,0,0,1,0,0,0,14.4,2.4,2014/10/01 13:01:00,2014,10,01,13,01,00,America/New_York
Light Rain,0,0,1,0,0,0,15.0,4.8,2014/10/01 13:08:00,2014,10,01,13,08,00,America/New_York
Light Rain,0,0,1,0,0,0,15.0,11.3,2014/10/01 13:52:00,2014,10,01,13,52,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,6.4,2014/10/01 14:52:00,2014,10,01,14,52,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,8.0,2014/10/01 15:12:00,2014,10,01,15,12,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,8.0,2014/10/01 15:22:00,2014,10,01,15,22,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,6.4,2014/10/01 15:52:00,2014,10,01,15,52,00,America/New_York
Rain,0,0,1,0,0,0,14.4,4.0,2014/10/01 15:59:00,2014,10,01,15,59,00,America/New_York
Rain,0,0,1,0,0,0,14.4,4.0,2014/10/01 16:13:00,2014,10,01,16,13,00,America/New_York
Rain,0,0,1,0,0,0,14.4,4.8,2014/10/01 16:16:00,2014,10,01,16,16,00,America/New_York
Rain,0,0,1,0,0,0,14.4,4.8,2014/10/01 16:52:00,2014,10,01,16,52,00,America/New_York
Heavy Rain,0,0,1,0,0,0,15.0,4.0,2014/10/01 17:18:00,2014,10,01,17,18,00,America/New_York
Rain,0,0,1,0,0,0,15.0,6.4,2014/10/01 17:32:00,2014,10,01,17,32,00,America/New_York
Rain,0,0,1,0,0,0,15.0,6.4,2014/10/01 17:52:00,2014,10,01,17,52,00,America/New_York
Heavy Rain,0,0,1,0,0,0,15.0,6.4,2014/10/01 18:52:00,2014,10,01,18,52,00,America/New_York
Light Rain,0,0,1,0,0,0,15.6,11.3,2014/10/01 19:52:00,2014,10,01,19,52,00,America/New_York
Overcast,0,0,0,0,0,0,15.0,16.1,2014/10/01 20:52:00,2014,10,01,20,52,00,America/New_York
Light Rain,0,0,1,0,0,0,15.0,11.3,2014/10/01 21:52:00,2014,10,01,21,52,00,America/New_York
Light Rain,0,0,1,0,0,0,15.0,12.9,2014/10/01 22:52:00,2014,10,01,22,52,00,America/New_York
Light Rain,0,0,1,0,0,0,13.9,4.8,2014/10/01 23:31:00,2014,10,01,23,31,00,America/New_York
Light Rain,0,0,1,0,0,0,13.9,4.0,2014/10/01 23:38:00,2014,10,01,23,38,00,America/New_York
Light Rain,0,0,1,0,0,0,15.0,9.7,2014/10/01 23:52:00,2014,10,01,23,52,00,America/New_York
Light Rain,0,0,1,0,0,0,13.9,6.4,2014/10/02 00:37:00,2014,10,02,00,37,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,8.0,2014/10/02 00:52:00,2014,10,02,00,52,00,America/New_York
Light Rain,0,0,1,0,0,0,15.0,4.8,2014/10/02 01:52:00,2014,10,02,01,52,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,4.8,2014/10/02 02:52:00,2014,10,02,02,52,00,America/New_York
Rain,0,0,1,0,0,0,14.4,4.0,2014/10/02 03:17:00,2014,10,02,03,17,00,America/New_York
Overcast,0,0,0,0,0,0,13.9,4.0,2014/10/02 03:20:00,2014,10,02,03,20,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,6.4,2014/10/02 03:24:00,2014,10,02,03,24,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,4.8,2014/10/02 03:52:00,2014,10,02,03,52,00,America/New_York
Rain,0,0,1,0,0,0,14.4,4.8,2014/10/02 04:26:00,2014,10,02,04,26,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,4.8,2014/10/02 04:37:00,2014,10,02,04,37,00,America/New_York
Rain,0,0,1,0,0,0,14.4,4.8,2014/10/02 04:52:00,2014,10,02,04,52,00,America/New_York
Rain,0,0,1,0,0,0,14.4,4.8,2014/10/02 05:52:00,2014,10,02,05,52,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,8.0,2014/10/02 06:52:00,2014,10,02,06,52,00,America/New_York
Heavy Rain,0,0,1,0,0,0,14.4,2.4,2014/10/02 07:33:00,2014,10,02,07,33,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,4.0,2014/10/02 07:52:00,2014,10,02,07,52,00,America/New_York
Light Rain,0,0,1,0,0,0,13.9,4.0,2014/10/02 08:04:00,2014,10,02,08,04,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,4.8,2014/10/02 08:10:00,2014,10,02,08,10,00,America/New_York
Light Rain,0,0,1,0,0,0,13.9,4.8,2014/10/02 08:14:00,2014,10,02,08,14,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,3.2,2014/10/02 08:20:00,2014,10,02,08,20,00,America/New_York
Light Rain,0,0,1,0,0,0,13.9,3.2,2014/10/02 08:26:00,2014,10,02,08,26,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,2.8,2014/10/02 08:28:00,2014,10,02,08,28,00,America/New_York
Light Rain,0,0,1,0,0,0,13.9,6.4,2014/10/02 08:40:00,2014,10,02,08,40,00,America/New_York
Overcast,0,0,0,0,0,0,13.9,11.3,2014/10/02 08:52:00,2014,10,02,08,52,00,America/New_York
Light Rain,0,0,1,0,0,0,14.4,14.5,2014/10/02 09:52:00,2014,10,02,09,52,00,America/New_York
Light Rain,0,0,1,0,0,0,13.9,4.0,2014/10/02 10:25:00,2014,10,02,10,25,00,America/New_York
Light Rain,0,0,1,0,0,0,13.9,6.4,2014/10/02 10:43:00,2014,10,02,10,43,00,America/New_York
Light Rain,0,0,1,0,0,0,13.9,4.8,2014/10/02 10:52:00,2014,10,02,10,52,00,America/New_York
Light Rain,0,0,1,0,0,0,13.3,4.0,2014/10/02 11:16:00,2014,10,02,11,16,00,America/New_York
Light Rain,0,0,1,0,0,0,13.0,6.4,2014/10/02 11:48:00,2014,10,02,11,48,00,America/New_York
Light Rain,0,0,1,0,0,0,13.3,6.4,2014/10/02 11:52:00,2014,10,02,11,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,16.1,2014/10/02 12:40:00,2014,10,02,12,40,00,America/New_York
Light Rain,0,0,1,0,0,0,13.3,12.9,2014/10/02 12:52:00,2014,10,02,12,52,00,America/New_York
Light Rain,0,0,1,0,0,0,12.2,4.8,2014/10/02 13:52:00,2014,10,02,13,52,00,America/New_York
Light Rain,0,0,1,0,0,0,12.2,4.8,2014/10/02 14:02:00,2014,10,02,14,02,00,America/New_York
Light Rain,0,0,1,0,0,0,12.2,9.7,2014/10/02 14:28:00,2014,10,02,14,28,00,America/New_York
Light Rain,0,0,1,0,0,0,12.2,8.0,2014/10/02 14:52:00,2014,10,02,14,52,00,America/New_York
Overcast,0,0,0,0,0,0,12.2,16.1,2014/10/02 15:52:00,2014,10,02,15,52,00,America/New_York
Overcast,0,0,0,0,0,0,12.2,16.1,2014/10/02 16:13:00,2014,10,02,16,13,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,16.1,2014/10/02 16:52:00,2014,10,02,16,52,00,America/New_York
Overcast,0,0,0,0,0,0,12.2,16.1,2014/10/02 17:52:00,2014,10,02,17,52,00,America/New_York
Overcast,0,0,0,0,0,0,12.2,16.1,2014/10/02 18:52:00,2014,10,02,18,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,12.2,16.1,2014/10/02 19:52:00,2014,10,02,19,52,00,America/New_York
Scattered Clouds,0,0,0,0,0,0,11.7,16.1,2014/10/02 20:00:00,2014,10,02,20,00,00,America/New_York
Clear,0,0,0,0,0,0,10.6,16.1,2014/10/02 20:52:00,2014,10,02,20,52,00,America/New_York
Clear,0,0,0,0,0,0,10.6,16.1,2014/10/02 21:52:00,2014,10,02,21,52,00,America/New_York
Clear,0,0,0,0,0,0,10.0,16.1,2014/10/02 22:52:00,2014,10,02,22,52,00,America/New_York
Clear,0,0,0,0,0,0,10.0,16.1,2014/10/02 23:52:00,2014,10,02,23,52,00,America/New_York
Clear,0,0,0,0,0,0,9.4,16.1,2014/10/03 00:52:00,2014,10,03,00,52,00,America/New_York
Clear,0,0,0,0,0,0,10.0,16.1,2014/10/03 01:52:00,2014,10,03,01,52,00,America/New_York
Clear,0,0,0,0,0,0,10.6,16.1,2014/10/03 02:52:00,2014,10,03,02,52,00,America/New_York
Clear,0,0,0,0,0,0,10.0,16.1,2014/10/03 03:52:00,2014,10,03,03,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,10.0,16.1,2014/10/03 04:32:00,2014,10,03,04,32,00,America/New_York
Overcast,0,0,0,0,0,0,10.6,16.1,2014/10/03 04:52:00,2014,10,03,04,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,16.1,2014/10/03 05:52:00,2014,10,03,05,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,13.3,16.1,2014/10/03 06:52:00,2014,10,03,06,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,16.1,2014/10/03 07:52:00,2014,10,03,07,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.9,16.1,2014/10/03 08:52:00,2014,10,03,08,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.9,16.1,2014/10/03 09:52:00,2014,10,03,09,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.9,16.1,2014/10/03 10:30:00,2014,10,03,10,30,00,America/New_York
Overcast,0,0,0,0,0,0,13.9,16.1,2014/10/03 10:42:00,2014,10,03,10,42,00,America/New_York
Overcast,0,0,0,0,0,0,13.9,16.1,2014/10/03 10:52:00,2014,10,03,10,52,00,America/New_York
Overcast,0,0,0,0,0,0,14.4,16.1,2014/10/03 11:52:00,2014,10,03,11,52,00,America/New_York
Overcast,0,0,0,0,0,0,14.4,16.1,2014/10/03 12:52:00,2014,10,03,12,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.9,16.1,2014/10/03 13:07:00,2014,10,03,13,07,00,America/New_York
Overcast,0,0,0,0,0,0,14.4,16.1,2014/10/03 13:26:00,2014,10,03,13,26,00,America/New_York
Overcast,0,0,0,0,0,0,13.9,16.1,2014/10/03 13:52:00,2014,10,03,13,52,00,America/New_York
Overcast,0,0,0,0,0,0,14.4,16.1,2014/10/03 14:52:00,2014,10,03,14,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.9,16.1,2014/10/03 15:26:00,2014,10,03,15,26,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,14.5,2014/10/03 15:52:00,2014,10,03,15,52,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,4.0,2014/10/03 16:36:00,2014,10,03,16,36,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,2.8,2014/10/03 16:52:00,2014,10,03,16,52,00,America/New_York
Overcast,0,0,0,0,0,0,12.2,4.0,2014/10/03 17:40:00,2014,10,03,17,40,00,America/New_York
Overcast,0,0,0,0,0,0,12.2,4.0,2014/10/03 17:52:00,2014,10,03,17,52,00,America/New_York
Overcast,0,0,0,0,0,0,12.2,2.4,2014/10/03 18:14:00,2014,10,03,18,14,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,3.2,2014/10/03 18:37:00,2014,10,03,18,37,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,4.0,2014/10/03 18:52:00,2014,10,03,18,52,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,4.8,2014/10/03 19:52:00,2014,10,03,19,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,12.9,2014/10/03 20:52:00,2014,10,03,20,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,14.5,2014/10/03 21:02:00,2014,10,03,21,02,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,16.1,2014/10/03 21:29:00,2014,10,03,21,29,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,16.1,2014/10/03 21:36:00,2014,10,03,21,36,00,America/New_York
Light Rain,0,0,1,0,0,0,13.0,6.4,2014/10/03 21:49:00,2014,10,03,21,49,00,America/New_York
Light Rain,0,0,1,0,0,0,13.3,6.4,2014/10/03 21:52:00,2014,10,03,21,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,16.1,2014/10/03 22:26:00,2014,10,03,22,26,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,14.5,2014/10/03 22:52:00,2014,10,03,22,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,8.0,2014/10/03 23:29:00,2014,10,03,23,29,00,America/New_York
Light Rain,0,0,1,0,0,0,13.3,4.8,2014/10/03 23:36:00,2014,10,03,23,36,00,America/New_York
Light Rain,0,0,1,0,0,0,13.3,11.3,2014/10/03 23:52:00,2014,10,03,23,52,00,America/New_York
Light Rain,0,0,1,0,0,0,13.3,3.2,2014/10/04 00:17:00,2014,10,04,00,17,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,4.8,2014/10/04 00:30:00,2014,10,04,00,30,00,America/New_York
Light Rain,0,0,1,0,0,0,13.3,3.2,2014/10/04 00:37:00,2014,10,04,00,37,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,4.8,2014/10/04 00:52:00,2014,10,04,00,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,4.0,2014/10/04 01:18:00,2014,10,04,01,18,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,11.3,2014/10/04 01:36:00,2014,10,04,01,36,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,12.9,2014/10/04 01:52:00,2014,10,04,01,52,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,6.4,2014/10/04 02:02:00,2014,10,04,02,02,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,14.5,2014/10/04 02:11:00,2014,10,04,02,11,00,America/New_York
Light Rain,0,0,1,0,0,0,12.8,4.0,2014/10/04 02:32:00,2014,10,04,02,32,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,4.8,2014/10/04 02:36:00,2014,10,04,02,36,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,11.3,2014/10/04 02:52:00,2014,10,04,02,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,6.4,2014/10/04 03:04:00,2014,10,04,03,04,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,8.0,2014/10/04 03:15:00,2014,10,04,03,15,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,11.3,2014/10/04 03:41:00,2014,10,04,03,41,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,4.8,2014/10/04 03:52:00,2014,10,04,03,52,00,America/New_York
Light Rain,0,0,1,0,0,0,12.8,3.2,2014/10/04 04:03:00,2014,10,04,04,03,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,6.4,2014/10/04 04:21:00,2014,10,04,04,21,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,12.9,2014/10/04 04:52:00,2014,10,04,04,52,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,2.8,2014/10/04 05:03:00,2014,10,04,05,03,00,America/New_York
Mist,0,0,0,0,0,0,12.8,1.2,2014/10/04 05:18:00,2014,10,04,05,18,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,2.4,2014/10/04 05:29:00,2014,10,04,05,29,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,4.8,2014/10/04 05:38:00,2014,10,04,05,38,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,3.2,2014/10/04 05:52:00,2014,10,04,05,52,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,2.8,2014/10/04 06:02:00,2014,10,04,06,02,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,3.2,2014/10/04 06:05:00,2014,10,04,06,05,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,6.4,2014/10/04 06:26:00,2014,10,04,06,26,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,12.9,2014/10/04 06:35:00,2014,10,04,06,35,00,America/New_York
Overcast,0,0,0,0,0,0,13.0,12.9,2014/10/04 06:48:00,2014,10,04,06,48,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,4.0,2014/10/04 06:52:00,2014,10,04,06,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,2.0,2014/10/04 06:58:00,2014,10,04,06,58,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,3.2,2014/10/04 07:05:00,2014,10,04,07,05,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,9.7,2014/10/04 07:14:00,2014,10,04,07,14,00,America/New_York
Overcast,0,0,0,0,0,0,13.3,8.0,2014/10/04 07:52:00,2014,10,04,07,52,00,America/New_York
Overcast,0,0,0,0,0,0,13.9,3.2,2014/10/04 08:07:00,2014,10,04,08,07,00,America/New_York
Overcast,0,0,0,0,0,0,13.9,4.8,2014/10/04 08:18:00,2014,10,04,08,18,00,America/New_York
Overcast,0,0,0,0,0,0,13.9,2.8,2014/10/04 08:24:00,2014,10,04,08,24,00,America/New_York
Overcast,0,0,0,0,0,0,14.0,4.8,2014/10/04 08:47:00,2014,10,04,08,47,00,America/New_York
Overcast,0,0,0,0,0,0,14.4,11.3,2014/10/04 08:52:00,2014,10,04,08,52,00,America/New_York
Overcast,0,0,0,0,0,0,14.4,16.1,2014/10/04 09:15:00,2014,10,04,09,15,00,America/New_York
Overcast,0,0,0,0,0,0,16.0,16.1,2014/10/04 09:49:00,2014,10,04,09,49,00,America/New_York
Overcast,0,0,0,0,0,0,15.6,16.1,2014/10/04 09:50:00,2014,10,04,09,50,00,America/New_York
Overcast,0,0,0,0,0,0,15.6,16.1,2014/10/04 10:05:00,2014,10,04,10,05,00,America/New_York
Overcast,0,0,0,0,0,0,16.1,16.1,2014/10/04 10:52:00,2014,10,04,10,52,00,America/New_York
Overcast,0,0,0,0,0,0,16.1,16.1,2014/10/04 11:52:00,2014,10,04,11,52,00,America/New_York
Overcast,0,0,0,0,0,0,16.1,16.1,2014/10/04 12:13:00,2014,10,04,12,13,00,America/New_York
Overcast,0,0,0,0,0,0,16.1,14.5,2014/10/04 12:52:00,2014,10,04,12,52,00,America/New_York
Overcast,0,0,0,0,0,0,17.2,16.1,2014/10/04 13:52:00,2014,10,04,13,52,00,America/New_York
Overcast,0,0,0,0,0,0,18.3,16.1,2014/10/04 14:25:00,2014,10,04,14,25,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,18.3,16.1,2014/10/04 14:52:00,2014,10,04,14,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,18.3,16.1,2014/10/04 15:08:00,2014,10,04,15,08,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,18.3,16.1,2014/10/04 15:16:00,2014,10,04,15,16,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,17.8,16.1,2014/10/04 15:24:00,2014,10,04,15,24,00,America/New_York
Overcast,0,0,0,0,0,0,17.8,16.1,2014/10/04 15:38:00,2014,10,04,15,38,00,America/New_York
Overcast,0,0,0,0,0,0,17.8,16.1,2014/10/04 15:52:00,2014,10,04,15,52,00,America/New_York
Overcast,0,0,0,0,0,0,16.7,16.1,2014/10/04 16:52:00,2014,10,04,16,52,00,America/New_York
Light Rain,0,0,1,0,0,0,16.7,16.1,2014/10/04 17:10:00,2014,10,04,17,10,00,America/New_York
Overcast,0,0,0,0,0,0,16.1,16.1,2014/10/04 17:52:00,2014,10,04,17,52,00,America/New_York
Overcast,0,0,0,0,0,0,16.1,16.1,2014/10/04 18:52:00,2014,10,04,18,52,00,America/New_York
Light Rain,0,0,1,0,0,0,17.2,16.1,2014/10/04 19:52:00,2014,10,04,19,52,00,America/New_York
Overcast,0,0,0,0,0,0,17.8,16.1,2014/10/04 20:52:00,2014,10,04,20,52,00,America/New_York
Overcast,0,0,0,0,0,0,17.8,16.1,2014/10/04 21:11:00,2014,10,04,21,11,00,America/New_York
Overcast,0,0,0,0,0,0,18.3,16.1,2014/10/04 21:31:00,2014,10,04,21,31,00,America/New_York
Overcast,0,0,0,0,0,0,18.3,16.1,2014/10/04 21:52:00,2014,10,04,21,52,00,America/New_York
Overcast,0,0,0,0,0,0,18.3,16.1,2014/10/04 21:58:00,2014,10,04,21,58,00,America/New_York
Heavy Rain,0,0,1,0,0,0,18.9,2.8,2014/10/04 22:41:00,2014,10,04,22,41,00,America/New_York
Heavy Rain,0,0,1,0,0,0,18.3,3.2,2014/10/04 22:45:00,2014,10,04,22,45,00,America/New_York
Light Rain,0,0,1,0,0,0,18.3,4.8,2014/10/04 22:52:00,2014,10,04,22,52,00,America/New_York
Rain,0,0,1,0,0,0,18.3,6.4,2014/10/04 22:59:00,2014,10,04,22,59,00,America/New_York
Light Rain,0,0,1,0,0,0,18.3,9.7,2014/10/04 23:52:00,2014,10,04,23,52,00,America/New_York
Light Rain,0,0,1,0,0,0,18.3,16.1,2014/10/05 00:24:00,2014,10,05,00,24,00,America/New_York
Overcast,0,0,0,0,0,0,18.3,16.1,2014/10/05 00:42:00,2014,10,05,00,42,00,America/New_York
Overcast,0,0,0,0,0,0,17.2,16.1,2014/10/05 00:52:00,2014,10,05,00,52,00,America/New_York
Light Rain,0,0,1,0,0,0,17.2,16.1,2014/10/05 01:02:00,2014,10,05,01,02,00,America/New_York
Overcast,0,0,0,0,0,0,15.6,16.1,2014/10/05 01:52:00,2014,10,05,01,52,00,America/New_York
Partly Cloudy,0,0,0,0,0,0,13.9,16.1,2014/10/05 02:52:00,2014,10,05,02,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,12.8,16.1,2014/10/05 03:52:00,2014,10,05,03,52,00,America/New_York
Overcast,0,0,0,0,0,0,12.8,16.1,2014/10/05 04:20:00,2014,10,05,04,20,00,America/New_York
Scattered Clouds,0,0,0,0,0,0,12.2,16.1,2014/10/05 04:52:00,2014,10,05,04,52,00,America/New_York
Clear,0,0,0,0,0,0,10.6,16.1,2014/10/05 05:52:00,2014,10,05,05,52,00,America/New_York
Clear,0,0,0,0,0,0,9.4,16.1,2014/10/05 06:52:00,2014,10,05,06,52,00,America/New_York
Clear,0,0,0,0,0,0,9.4,16.1,2014/10/05 07:52:00,2014,10,05,07,52,00,America/New_York
Clear,0,0,0,0,0,0,10.6,16.1,2014/10/05 08:52:00,2014,10,05,08,52,00,America/New_York
Clear,0,0,0,0,0,0,12.8,16.1,2014/10/05 09:52:00,2014,10,05,09,52,00,America/New_York
Clear,0,0,0,0,0,0,14.4,16.1,2014/10/05 10:52:00,2014,10,05,10,52,00,America/New_York
Clear,0,0,0,0,0,0,16.1,16.1,2014/10/05 11:52:00,2014,10,05,11,52,00,America/New_York
Clear,0,0,0,0,0,0,16.1,16.1,2014/10/05 12:52:00,2014,10,05,12,52,00,America/New_York
Clear,0,0,0,0,0,0,16.7,16.1,2014/10/05 13:52:00,2014,10,05,13,52,00,America/New_York
Clear,0,0,0,0,0,0,16.7,16.1,2014/10/05 14:52:00,2014,10,05,14,52,00,America/New_York
Clear,0,0,0,0,0,0,16.1,16.1,2014/10/05 15:52:00,2014,10,05,15,52,00,America/New_York
Clear,0,0,0,0,0,0,16.1,16.1,2014/10/05 16:52:00,2014,10,05,16,52,00,America/New_York
Clear,0,0,0,0,0,0,14.4,16.1,2014/10/05 17:52:00,2014,10,05,17,52,00,America/New_York
Clear,0,0,0,0,0,0,10.0,16.1,2014/10/05 18:52:00,2014,10,05,18,52,00,America/New_York
Clear,0,0,0,0,0,0,7.2,16.1,2014/10/05 19:52:00,2014,10,05,19,52,00,America/New_York
Clear,0,0,0,0,0,0,5.6,16.1,2014/10/05 20:52:00,2014,10,05,20,52,00,America/New_York
Clear,0,0,0,0,0,0,5.0,16.1,2014/10/05 21:52:00,2014,10,05,21,52,00,America/New_York
Clear,0,0,0,0,0,0,4.4,16.1,2014/10/05 22:52:00,2014,10,05,22,52,00,America/New_York
