"conds","fog","hail","rain","snow","thunder","tornado","temp","vis","precip","date","year","month","day","hour","minute","second","tzname"
Clear,0,0,0,0,0,0,-16.7,16.1,-9999.00,2015/03/01 00:52:00,2015,03,01,00,52,00,America/New_York
Clear,0,0,0,0,0,0,-17.2,16.1,-9999.00,2015/03/01 01:52:00,2015,03,01,01,52,00,America/New_York
Clear,0,0,0,0,0,0,-17.8,16.1,-9999.00,2015/03/01 02:52:00,2015,03,01,02,52,00,America/New_York
Clear,0,0,0,0,0,0,-18.9,16.1,-9999.00,2015/03/01 03:52:00,2015,03,01,03,52,00,America/New_York
Clear,0,0,0,0,0,0,-18.9,16.1,-9999.00,2015/03/01 04:52:00,2015,03,01,04,52,00,America/New_York
Clear,0,0,0,0,0,0,-18.9,16.1,-9999.00,2015/03/01 05:52:00,2015,03,01,05,52,00,America/New_York
Clear,0,0,0,0,0,0,-17.8,16.1,-9999.00,2015/03/01 06:52:00,2015,03,01,06,52,00,America/New_York
Overcast,0,0,0,0,0,0,-13.3,16.1,-9999.00,2015/03/01 07:52:00,2015,03,01,07,52,00,America/New_York
Partly Cloudy,0,0,0,0,0,0,-9.4,16.1,-9999.00,2015/03/01 08:52:00,2015,03,01,08,52,00,America/New_York
Overcast,0,0,0,0,0,0,-5.6,16.1,-9999.00,2015/03/01 09:52:00,2015,03,01,09,52,00,America/New_York
Overcast,0,0,0,0,0,0,-3.3,16.1,-9999.00,2015/03/01 10:52:00,2015,03,01,10,52,00,America/New_York
Overcast,0,0,0,0,0,0,-2.2,16.1,-9999.00,2015/03/01 11:52:00,2015,03,01,11,52,00,America/New_York
Overcast,0,0,0,0,0,0,-1.7,16.1,-9999.00,2015/03/01 12:52:00,2015,03,01,12,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,6.4,0.0,2015/03/01 13:52:00,2015,03,01,13,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,2.8,0.0,2015/03/01 14:01:00,2015,03,01,14,01,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,2.0,0.0,2015/03/01 14:31:00,2015,03,01,14,31,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,1.6,0.0,2015/03/01 14:52:00,2015,03,01,14,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,2.0,0.0,2015/03/01 15:14:00,2015,03,01,15,14,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,2.0,0.0,2015/03/01 15:38:00,2015,03,01,15,38,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,2.4,0.0,2015/03/01 15:52:00,2015,03,01,15,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,3.2,0.0,2015/03/01 15:57:00,2015,03,01,15,57,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,2.4,0.0,2015/03/01 16:17:00,2015,03,01,16,17,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,2.0,0.0,2015/03/01 16:34:00,2015,03,01,16,34,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,1.6,0.0,2015/03/01 16:52:00,2015,03,01,16,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,1.2,0.3,2015/03/01 17:13:00,2015,03,01,17,13,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,1.6,0.5,2015/03/01 17:40:00,2015,03,01,17,40,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.0,1.2,0.8,2015/03/01 17:48:00,2015,03,01,17,48,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,1.2,0.8,2015/03/01 17:52:00,2015,03,01,17,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,1.2,1.3,2015/03/01 18:52:00,2015,03,01,18,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,1.2,0.3,2015/03/01 19:07:00,2015,03,01,19,07,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,1.2,1.5,2015/03/01 19:52:00,2015,03,01,19,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.2,1.2,0.3,2015/03/01 20:02:00,2015,03,01,20,02,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.2,1.6,0.8,2015/03/01 20:20:00,2015,03,01,20,20,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.2,1.6,1.3,2015/03/01 20:52:00,2015,03,01,20,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.2,1.2,0.3,2015/03/01 21:04:00,2015,03,01,21,04,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.2,1.6,0.3,2015/03/01 21:11:00,2015,03,01,21,11,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.2,1.6,0.5,2015/03/01 21:23:00,2015,03,01,21,23,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.2,2.0,0.5,2015/03/01 21:30:00,2015,03,01,21,30,00,America/New_York
