"did","charge","battery_overload","charging","overload","overdischarge_voltage","battery_full_voltage","load_on","battery_full","over_discharge","pv_voltage","charge_current","load_current","battery_temperature","battery_voltage","load_short","date"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 00:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 00:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 00:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 01:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 01:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 01:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 02:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 02:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 02:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 03:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 03:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 03:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 04:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 04:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 04:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 05:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 05:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 05:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 06:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 06:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 06:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 07:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 07:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 07:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 08:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 08:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 08:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 09:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 09:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 09:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 10:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 10:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 10:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 11:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 11:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 11:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 12:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 12:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 12:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 13:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 13:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 13:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 14:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 14:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 14:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 15:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 15:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 15:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 16:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 16:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 16:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 17:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 17:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 17:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 18:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 18:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 18:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 19:00:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 19:20:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 19:40:00 GMT-0500 (EST)"
tidbase4,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Thu Jan 01 2015 20:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.891428571428573","14.770000000000001","1","0","0","0.14615384615384613","0","0.7400000000000001","4","12.345384615384614","0","Thu Jan 01 2015 20:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.895263157894735","14.769473684210524","1","0","0","0.14736842105263157","0","0.7042105263157894","4","12.334210526315786","0","Thu Jan 01 2015 20:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.897894736842105","14.76736842105263","1","0","0","0.14210526315789473","0","0.6263157894736843","4","12.323157894736838","0","Thu Jan 01 2015 21:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.888421052631577","14.781052631578946","1","0","0","0.14999999999999997","0","0.6926315789473683","3.3684210526315788","12.31263157894737","0","Thu Jan 01 2015 21:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.889999999999999","14.777894736842107","1","0","0","0.1473684210526315","0","0.711578947368421","3.526315789473684","12.304210526315794","0","Thu Jan 01 2015 21:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.892105263157895","14.769473684210526","1","0","0","0.16052631578947368","0","0.7215789473684211","4","12.301052631578951","0","Thu Jan 01 2015 22:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.892105263157895","14.771578947368422","1","0","0","0.14210526315789473","0","0.7468421052631579","4","12.298947368421056","0","Thu Jan 01 2015 22:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.902105263157896","14.753157894736843","1","0","0","0.1447368421052631","0","0.7205263157894737","4.7894736842105265","12.295789473684215","0","Thu Jan 01 2015 22:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.906315789473684","14.748947368421053","1","0","0","0.14210526315789473","0","0.6284210526315789","5","12.293684210526317","0","Thu Jan 01 2015 23:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.899473684210529","14.752105263157892","1","0","0","0.14736842105263154","0","0.7847368421052633","5","12.281052631578948","0","Thu Jan 01 2015 23:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.897894736842106","14.75315789473684","1","0","0","0.14473684210526314","0","0.9205263157894736","5","12.27157894736842","0","Thu Jan 01 2015 23:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.907368421052631","14.745789473684212","1","0","0","0.14473684210526314","0","0.6842105263157895","5.2105263157894735","12.261052631578947","0","Fri Jan 02 2015 00:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.910526315789472","14.731578947368417","1","0","0","0.14736842105263154","0","0.7552631578947369","6","12.255789473684208","0","Fri Jan 02 2015 00:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.910526315789472","14.731578947368419","1","0","0","0.1552631578947368","0","0.7547368421052633","6","12.24842105263158","0","Fri Jan 02 2015 00:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.908421052631576","14.734210526315787","1","0","0","0.1552631578947368","0","0.8552631578947368","6","12.237368421052636","0","Fri Jan 02 2015 01:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.911052631578945","14.732631578947366","1","0","0","0.14736842105263157","0","0.7547368421052632","6","12.228947368421055","0","Fri Jan 02 2015 01:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.911578947368419","14.731052631578947","1","0","0","0.14736842105263154","0","0.7131578947368421","6","12.222631578947372","0","Fri Jan 02 2015 01:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.911578947368417","14.731578947368417","1","0","0","0.1447368421052631","0","0.74","6","12.21947368421053","0","Fri Jan 02 2015 02:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.912631578947366","14.731052631578947","1","0","0","0.1447368421052631","0","0.686842105263158","6","12.208947368421056","0","Fri Jan 02 2015 02:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.911052631578945","14.733157894736843","1","0","0","0.15","0","0.743684210526316","6","12.201052631578948","0","Fri Jan 02 2015 02:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.910526315789472","14.732105263157893","1","0","0","0.14736842105263154","0","0.723157894736842","6","12.192105263157893","0","Fri Jan 02 2015 03:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.911052631578945","14.733684210526313","1","0","0","0.14473684210526314","0","0.7499999999999998","6","12.187999999999999","0","Fri Jan 02 2015 03:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.903000000000002","14.749","1","0","0","0.14249999999999996","0","0.7705263157894738","5","12.186842105263157","0","Fri Jan 02 2015 03:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.898947368421057","14.75736842105263","1","0","0","0.14736842105263154","0","0.7163157894736842","4.631578947368421","12.174210526315784","0","Fri Jan 02 2015 04:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.89578947368421","14.769473684210526","1","0","0","0.14999999999999997","0","0.7200000000000001","4","12.1678947368421","0","Fri Jan 02 2015 04:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.889999999999995","14.78052631578947","1","0","0","0.14736842105263154","0","0.7463157894736844","3.526315789473684","12.163684210526315","0","Fri Jan 02 2015 04:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.884210526315787","14.789999999999997","1","0","0","0.1447368421052631","0","0.7852631578947369","3","12.146842105263161","0","Fri Jan 02 2015 05:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.879473684210529","14.799473684210529","1","0","0","0.1368421052631579","0","0.7194736842105263","2.3157894736842106","12.139473684210527","0","Fri Jan 02 2015 05:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.875263157894736","14.80842105263158","1","0","0","0.13684210526315788","0","0.8189473684210525","2","12.127894736842103","0","Fri Jan 02 2015 05:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.872105263157891","14.810526315789472","1","0","0","0.15789473684210525","0","0.8752631578947367","2","12.112631578947365","0","Fri Jan 02 2015 06:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.876315789473685","14.80684210526316","1","0","0","1.1868421052631577","0","0.7631578947368421","2","12.10631578947368","0","Fri Jan 02 2015 06:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0.3684210526315789","0","10.878947368421052","14.80684210526316","1","0","0","11.204736842105262","0","0.7","2","12.107894736842102","0","Fri Jan 02 2015 06:40:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.886842105263158","14.782105263157895","1","0","0","15.581052631578949","0.009999999999999998","0.7389473684210526","3.3684210526315788","12.118421052631575","0","Fri Jan 02 2015 07:00:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.892631578947368","14.771052631578948","1","0","0","18.070526315789476","0.6242105263157894","0.7763157894736844","4","12.202631578947368","0","Fri Jan 02 2015 07:20:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.899473684210529","14.755263157894738","1","0","0","18.349473684210523","1.322105263157895","0.7594736842105263","4.7894736842105265","12.299473684210525","0","Fri Jan 02 2015 07:40:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.92263157894737","14.713684210526315","1","0","0","18.757368421052632","3.5178947368421056","0.7600000000000001","7.157894736842105","12.881578947368421","0","Fri Jan 02 2015 08:00:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.953684210526319","14.652105263157887","1","0","0","18.71789473684211","2.6789473684210527","0.688421052631579","10.473684210526315","12.876842105263158","0","Fri Jan 02 2015 08:20:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.966842105263156","14.62684210526316","1","0","0","18.67315789473684","4.522105263157895","0.6763157894736842","11.842105263157896","13.152105263157893","0","Fri Jan 02 2015 08:40:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.985263157894739","14.580526315789472","1","0","0","18.42842105263158","5.470526315789473","0.8273684210526318","14.631578947368421","13.477368421052631","0","Fri Jan 02 2015 09:00:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","11.006842105263155","14.541052631578946","1","0","0","18.670526315789473","5.46","0.7215789473684211","16.63157894736842","13.699999999999998","0","Fri Jan 02 2015 09:20:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","11.023684210526316","14.512631578947369","1","0","0","18.633684210526315","5.527894736842105","0.7173684210526317","18.31578947368421","14.131052631578944","0","Fri Jan 02 2015 09:40:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","11.036842105263156","14.49","1","0.9473684210526315","0","19.852105263157895","5.2542105263157906","0.6242105263157893","19.42105263157895","14.501052631578947","0","Fri Jan 02 2015 10:00:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","11.045263157894734","14.472105263157896","1","1","0","20.38105263157895","4.83","0.6442105263157895","20.42105263157895","14.44894736842105","0","Fri Jan 02 2015 10:20:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","11.048947368421054","14.463157894736845","1","1","0","20.728421052631585","4.5289473684210515","0.7005263157894737","21","14.448947368421049","0","Fri Jan 02 2015 10:40:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","11.055263157894737","14.451052631578946","1","0.9473684210526315","0","20.53631578947368","4.071052631578947","0.7068421052631578","21.63157894736842","14.32736842105263","0","Fri Jan 02 2015 11:00:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","11.048421052631578","14.460000000000003","1","0.10526315789473684","0","18.91526315789473","2.18421052631579","0.7489473684210525","21.105263157894736","13.363157894736844","0","Fri Jan 02 2015 11:20:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","11.028947368421052","14.5","1","0.10526315789473684","0","18.652105263157893","1.7599999999999998","0.7199999999999999","18.94736842105263","13.222105263157895","0","Fri Jan 02 2015 11:40:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","11.012105263157894","14.532105263157895","1","0.21052631578947367","0","19.05736842105263","2.2626315789473685","0.7426315789473683","17.210526315789473","13.410526315789475","0","Fri Jan 02 2015 12:00:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","11.004736842105261","14.551052631578951","1","0.15789473684210525","0","18.78894736842105","1.7357894736842103","0.7068421052631578","16","13.26","0","Fri Jan 02 2015 12:20:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.995263157894739","14.568421052631576","1","0.3157894736842105","0","19.43631578947368","2.451578947368421","0.7252631578947368","15.157894736842104","13.659473684210528","0","Fri Jan 02 2015 12:40:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.997894736842108","14.563157894736845","1","0.21052631578947367","0","18.970526315789474","2.046842105263158","0.7036842105263158","15.526315789473685","13.537894736842107","0","Fri Jan 02 2015 13:00:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.992631578947371","14.571578947368423","1","0","0","17.91","1.2642105263157895","0.8357894736842105","15.052631578947368","13.04736842105263","0","Fri Jan 02 2015 13:20:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.987368421052633","14.587368421052632","1","0.05263157894736842","0","19.46526315789474","2.039473684210526","0.6921052631578948","14.157894736842104","13.240000000000002","0","Fri Jan 02 2015 13:40:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.988947368421051","14.584736842105263","1","0.3157894736842105","0","20.533684210526314","2.805789473684211","0.6878947368421053","14.210526315789474","14.005789473684208","0","Fri Jan 02 2015 14:00:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.98631578947368","14.584210526315788","1","0","0","19.399473684210523","0.7273684210526314","0.738421052631579","14.368421052631579","12.868947368421052","0","Fri Jan 02 2015 14:20:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.976315789473684","14.607368421052632","1","0","0","17.657368421052634","0.2794736842105263","0.7957894736842105","13.157894736842104","12.641052631578948","0","Fri Jan 02 2015 14:40:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.965789473684211","14.630526315789472","1","0","0","16.37578947368421","0.21105263157894746","0.7194736842105264","11.736842105263158","12.601578947368422","0","Fri Jan 02 2015 15:00:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.957368421052635","14.643684210526317","1","0","0","16.354736842105265","0.1521052631578947","0.773157894736842","10.947368421052632","12.573684210526313","0","Fri Jan 02 2015 15:20:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.94578947368421","14.662105263157894","1","0","0","15.549473684210525","0.08789473684210529","0.8194736842105264","10","12.536842105263156","0","Fri Jan 02 2015 15:40:00 GMT-0500 (EST)"
tidbase4,"null","0","1","0","10.941052631578946","14.675789473684212","1","0","0","15.236315789473682","0.0268421052631579","0.7194736842105263","9.210526315789474","12.514736842105265","0","Fri Jan 02 2015 16:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0.631578947368421","0","10.937368421052634","14.68421052631579","1","0","0","13.085263157894737","0.002631578947368421","0.7499999999999998","8.736842105263158","12.497894736842103","0","Fri Jan 02 2015 16:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.917894736842104","14.72","1","0","0","1.8789473684210527","0","0.82","6.894736842105263","12.47421052631579","0","Fri Jan 02 2015 16:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.911052631578945","14.732105263157893","1","0","0","0.1552631578947368","0","0.7705263157894736","6","12.462631578947372","0","Fri Jan 02 2015 17:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.904736842105265","14.743684210526316","1","0","0","0.14736842105263154","0","0.7510526315789474","5.421052631578948","12.444210526315794","0","Fri Jan 02 2015 17:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.90263157894737","14.750526315789473","1","0","0","0.13684210526315788","0","0.7621052631578946","5","12.431578947368426","0","Fri Jan 02 2015 17:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.90263157894737","14.751578947368422","1","0","0","0.1526315789473684","0","0.7389473684210526","5","12.41842105263158","0","Fri Jan 02 2015 18:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.895789473684209","14.764210526315788","1","0","0","0.1526315789473684","0","0.6926315789473685","4.2631578947368425","12.405789473684207","0","Fri Jan 02 2015 18:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.890526315789469","14.771578947368422","1","0","0","0.15","0","0.8047368421052632","4","12.39631578947368","0","Fri Jan 02 2015 18:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.887894736842103","14.776315789473687","1","0","0","0.15","0","0.7989473684210526","3.736842105263158","12.392105263157887","0","Fri Jan 02 2015 19:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.882631578947368","14.789473684210526","1","0","0","0.1421052631578947","0","0.8031578947368422","3","12.38578947368421","0","Fri Jan 02 2015 19:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.882105263157895","14.790526315789473","1","0","0","0.13947368421052628","0","0.828421052631579","3","12.375263157894736","0","Fri Jan 02 2015 19:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.879999999999999","14.80684210526316","1","0","0","0.14210526315789473","0","0.6900000000000001","2","12.362105263157895","0","Fri Jan 02 2015 20:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.878421052631577","14.805789473684214","1","0","0","0.1552631578947368","0","0.7089473684210527","2","12.353684210526314","0","Fri Jan 02 2015 20:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.87894736842105","14.807368421052633","1","0","0","0.1368421052631579","0","0.717","2","12.339499999999996","0","Fri Jan 02 2015 20:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.877894736842105","14.805263157894741","1","0","0","0.1475","0","0.6547368421052632","2","12.318947368421052","0","Fri Jan 02 2015 21:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.879499999999998","14.806000000000003","1","0","0","0.15526315789473683","0","0.6915789473684211","2","12.309473684210529","0","Fri Jan 02 2015 21:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.872105263157895","14.81578947368421","1","0","0","0.1526315789473684","0","0.6805263157894736","1.368421052631579","12.302105263157898","0","Fri Jan 02 2015 21:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.866842105263158","14.822631578947366","1","0","0","0.12894736842105262","0","0.8110526315789476","1","12.296842105263162","0","Fri Jan 02 2015 22:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.870000000000001","14.82052631578947","1","0","0","0.13421052631578945","0","0.6905263157894738","1","12.298947368421056","0","Fri Jan 02 2015 22:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.864736842105264","14.823684210526318","1","0","0","0.14210526315789473","0","0.8252631578947367","1","12.285263157894738","0","Fri Jan 02 2015 22:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.86684210526316","14.822631578947366","1","0","0","0.1473684210526315","0","0.7726315789473682","1","12.276842105263157","0","Fri Jan 02 2015 23:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.866842105263157","14.824210526315788","1","0","0","0.13684210526315788","0","0.8210526315789475","1","12.264210526315788","0","Fri Jan 02 2015 23:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.867368421052635","14.822631578947368","1","0","0","0.15263157894736837","0","0.7131578947368421","1","12.254736842105267","0","Fri Jan 02 2015 23:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.871052631578948","14.819999999999997","1","0","0","0.13421052631578945","0","0.6626315789473685","1","12.238947368421055","0","Sat Jan 03 2015 00:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.868947368421056","14.821052631578945","1","0","0","0.1394736842105263","0","0.7152631578947368","1","12.233157894736845","0","Sat Jan 03 2015 00:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.86526315789474","14.829473684210523","1","0","0","0.14473684210526316","0","0.7036842105263158","0.5789473684210527","12.214736842105266","0","Sat Jan 03 2015 00:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.857368421052636","14.841578947368419","1","0","0","0.14736842105263154","0","0.8","0","12.205263157894738","0","Sat Jan 03 2015 01:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.857894736842105","14.840526315789472","1","0","0","0.1394736842105263","0","0.7594736842105263","0","12.193157894736842","0","Sat Jan 03 2015 01:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.860526315789478","14.839473684210526","1","0","0","0.1552631578947368","0","0.7094736842105263","0","12.191052631578946","0","Sat Jan 03 2015 01:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.858947368421056","14.841052631578949","1","0","0","0.1394736842105263","0","0.7610526315789474","0","12.191052631578946","0","Sat Jan 03 2015 02:00:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.861578947368423","14.838947368421053","1","0","0","0.1368421052631579","0","0.6547368421052631","0","12.179473684210521","0","Sat Jan 03 2015 02:20:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.860000000000005","14.839999999999998","1","0","0","0.14736842105263154","0","0.7363157894736844","0","12.174210526315786","0","Sat Jan 03 2015 02:40:00 GMT-0500 (EST)"
tidbase4,"null","0","0","0","10.858947368421056","14.841052631578949","1","0","0","0.13947368421052628","0","0.7426315789473683","0","12.159473684210525","0","Sat Jan 03 2015 03:00:00 GMT-0500 (EST)"
