"conds","fog","hail","rain","snow","thunder","tornado","temp","vis","date","year","month","day","hour","minute","second","tzname"
Light Snow,0,0,0,1,0,0,-6.1,2.0,2015/02/02 02:52:00,2015,02,02,02,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-6.1,2.4,2015/02/02 03:40:00,2015,02,02,03,40,00,America/New_York
Light Snow,0,0,0,1,0,0,-5.6,2.8,2015/02/02 03:52:00,2015,02,02,03,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-5.6,3.2,2015/02/02 04:05:00,2015,02,02,04,05,00,America/New_York
Light Snow,0,0,0,1,0,0,-5.0,2.4,2015/02/02 04:28:00,2015,02,02,04,28,00,America/New_York
Light Snow,0,0,0,1,0,0,-5.0,2.8,2015/02/02 04:39:00,2015,02,02,04,39,00,America/New_York
Light Snow,0,0,0,1,0,0,-5.0,2.0,2015/02/02 04:52:00,2015,02,02,04,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-4.4,1.2,2015/02/02 05:32:00,2015,02,02,05,32,00,America/New_York
Light Snow,0,0,0,1,0,0,-4.0,1.6,2015/02/02 05:47:00,2015,02,02,05,47,00,America/New_York
Light Snow,0,0,0,1,0,0,-4.4,1.2,2015/02/02 05:52:00,2015,02,02,05,52,00,America/New_York
Snow,1,0,0,1,0,0,-3.9,0.8,2015/02/02 06:15:00,2015,02,02,06,15,00,America/New_York
Snow,1,0,0,1,0,0,-3.9,0.8,2015/02/02 06:52:00,2015,02,02,06,52,00,America/New_York
Snow,1,0,0,1,0,0,-2.8,0.4,2015/02/02 07:27:00,2015,02,02,07,27,00,America/New_York
Snow,1,0,0,1,0,0,-2.8,0.8,2015/02/02 07:40:00,2015,02,02,07,40,00,America/New_York
Snow,1,0,0,1,0,0,-2.8,0.4,2015/02/02 07:52:00,2015,02,02,07,52,00,America/New_York
Snow,1,0,0,1,0,0,-2.2,0.8,2015/02/02 08:02:00,2015,02,02,08,02,00,America/New_York
Snow,1,0,0,1,0,0,-1.7,0.8,2015/02/02 08:52:00,2015,02,02,08,52,00,America/New_York
Light Freezing Fog,1,0,0,0,0,0,-0.6,0.8,2015/02/02 09:52:00,2015,02,02,09,52,00,America/New_York
Overcast,0,0,0,0,0,0,-0.6,2.0,2015/02/02 10:17:00,2015,02,02,10,17,00,America/New_York
Light Freezing Rain,0,0,1,0,0,0,0.0,3.2,2015/02/02 10:35:00,2015,02,02,10,35,00,America/New_York
Light Freezing Rain,0,0,1,0,0,0,0.0,3.2,2015/02/02 10:50:00,2015,02,02,10,50,00,America/New_York
Light Freezing Rain,0,0,1,0,0,0,0.0,4.0,2015/02/02 10:52:00,2015,02,02,10,52,00,America/New_York
Overcast,0,0,0,0,0,0,0.6,4.0,2015/02/02 11:05:00,2015,02,02,11,05,00,America/New_York
Light Rain,0,0,1,0,0,0,0.6,4.8,2015/02/02 11:13:00,2015,02,02,11,13,00,America/New_York
Light Rain,0,0,1,0,0,0,0.6,4.8,2015/02/02 11:52:00,2015,02,02,11,52,00,America/New_York
Light Rain,0,0,1,0,0,0,0.6,4.0,2015/02/02 12:00:00,2015,02,02,12,00,00,America/New_York
Light Rain,0,0,1,0,0,0,1.1,4.8,2015/02/02 12:17:00,2015,02,02,12,17,00,America/New_York
Rain,0,0,1,0,0,0,1.1,4.0,2015/02/02 12:52:00,2015,02,02,12,52,00,America/New_York
Light Rain,0,0,1,0,0,0,1.1,4.8,2015/02/02 13:01:00,2015,02,02,13,01,00,America/New_York
Light Rain,0,0,1,0,0,0,0.6,4.0,2015/02/02 13:52:00,2015,02,02,13,52,00,America/New_York
Light Snow,0,0,0,1,0,0,0.0,2.4,2015/02/02 14:25:00,2015,02,02,14,25,00,America/New_York
Light Snow,1,0,0,1,0,0,0.0,0.8,2015/02/02 14:44:00,2015,02,02,14,44,00,America/New_York
Snow,1,0,0,1,0,0,-0.6,0.4,2015/02/02 14:52:00,2015,02,02,14,52,00,America/New_York
Heavy Snow,1,0,0,1,0,0,-2.8,0.4,2015/02/02 15:52:00,2015,02,02,15,52,00,America/New_York
Light Freezing Fog,1,0,0,0,0,0,-5.0,0.4,2015/02/02 16:52:00,2015,02,02,16,52,00,America/New_York
Light Freezing Fog,1,0,0,0,0,0,-5.0,0.8,2015/02/02 17:05:00,2015,02,02,17,05,00,America/New_York
Mist,0,0,0,0,0,0,-5.6,1.6,2015/02/02 17:25:00,2015,02,02,17,25,00,America/New_York
Overcast,0,0,0,0,0,0,-5.6,2.0,2015/02/02 17:35:00,2015,02,02,17,35,00,America/New_York
Overcast,0,0,0,0,0,0,-5.6,2.0,2015/02/02 17:45:00,2015,02,02,17,45,00,America/New_York
Overcast,0,0,0,0,0,0,-5.6,2.0,2015/02/02 17:52:00,2015,02,02,17,52,00,America/New_York
Overcast,0,0,0,0,0,0,-5.6,2.4,2015/02/02 18:29:00,2015,02,02,18,29,00,America/New_York
Overcast,0,0,0,0,0,0,-5.6,3.2,2015/02/02 18:36:00,2015,02,02,18,36,00,America/New_York
Overcast,0,0,0,0,0,0,-5.6,3.2,2015/02/02 18:44:00,2015,02,02,18,44,00,America/New_York
Overcast,0,0,0,0,0,0,-6.1,2.0,2015/02/02 18:52:00,2015,02,02,18,52,00,America/New_York
Overcast,0,0,0,0,0,0,-6.1,2.4,2015/02/02 19:05:00,2015,02,02,19,05,00,America/New_York
Overcast,0,0,0,0,0,0,-6.1,1.2,2015/02/02 19:20:00,2015,02,02,19,20,00,America/New_York
Overcast,0,0,0,0,0,0,-6.1,1.6,2015/02/02 19:27:00,2015,02,02,19,27,00,America/New_York
Overcast,0,0,0,0,0,0,-7.2,1.2,2015/02/02 19:36:00,2015,02,02,19,36,00,America/New_York
Overcast,0,0,0,0,0,0,-10.0,1.2,2015/02/02 19:49:00,2015,02,02,19,49,00,America/New_York
Overcast,0,0,0,0,0,0,-10.6,1.2,2015/02/02 19:52:00,2015,02,02,19,52,00,America/New_York
Overcast,0,0,0,0,0,0,-10.6,2.0,2015/02/02 20:01:00,2015,02,02,20,01,00,America/New_York
Overcast,0,0,0,0,0,0,-11.1,2.8,2015/02/02 20:41:00,2015,02,02,20,41,00,America/New_York
Overcast,0,0,0,0,0,0,-11.0,4.0,2015/02/02 20:50:00,2015,02,02,20,50,00,America/New_York
Overcast,0,0,0,0,0,0,-11.1,4.0,2015/02/02 20:52:00,2015,02,02,20,52,00,America/New_York
Haze,0,0,0,0,0,0,-10.6,4.8,2015/02/02 21:27:00,2015,02,02,21,27,00,America/New_York
Overcast,0,0,0,0,0,0,-11.0,4.0,2015/02/02 21:49:00,2015,02,02,21,49,00,America/New_York
Haze,0,0,0,0,0,0,-10.6,4.0,2015/02/02 21:52:00,2015,02,02,21,52,00,America/New_York
Overcast,0,0,0,0,0,0,-11.1,6.4,2015/02/02 22:19:00,2015,02,02,22,19,00,America/New_York
Overcast,0,0,0,0,0,0,-10.6,6.4,2015/02/02 22:52:00,2015,02,02,22,52,00,America/New_York
Overcast,0,0,0,0,0,0,-10.6,12.9,2015/02/02 23:27:00,2015,02,02,23,27,00,America/New_York
Scattered Clouds,0,0,0,0,0,0,-10.6,16.1,2015/02/02 23:44:00,2015,02,02,23,44,00,America/New_York
Partly Cloudy,0,0,0,0,0,0,-10.0,16.1,2015/02/02 23:52:00,2015,02,02,23,52,00,America/New_York
Clear,0,0,0,0,0,0,-10.6,16.1,2015/02/03 00:52:00,2015,02,03,00,52,00,America/New_York
Clear,0,0,0,0,0,0,-10.6,16.1,2015/02/03 01:52:00,2015,02,03,01,52,00,America/New_York
Clear,0,0,0,0,0,0,-11.1,16.1,2015/02/03 02:52:00,2015,02,03,02,52,00,America/New_York
Clear,0,0,0,0,0,0,-12.2,16.1,2015/02/03 03:52:00,2015,02,03,03,52,00,America/New_York
Clear,0,0,0,0,0,0,-13.3,16.1,2015/02/03 04:52:00,2015,02,03,04,52,00,America/New_York
Clear,0,0,0,0,0,0,-13.9,16.1,2015/02/03 05:52:00,2015,02,03,05,52,00,America/New_York
Clear,0,0,0,0,0,0,-14.4,16.1,2015/02/03 06:52:00,2015,02,03,06,52,00,America/New_York
Clear,0,0,0,0,0,0,-14.4,16.1,2015/02/03 07:52:00,2015,02,03,07,52,00,America/New_York
Clear,0,0,0,0,0,0,-12.8,16.1,2015/02/03 08:52:00,2015,02,03,08,52,00,America/New_York
Clear,0,0,0,0,0,0,-10.6,16.1,2015/02/03 09:52:00,2015,02,03,09,52,00,America/New_York
Clear,0,0,0,0,0,0,-8.9,16.1,2015/02/03 10:52:00,2015,02,03,10,52,00,America/New_York
Clear,0,0,0,0,0,0,-7.8,16.1,2015/02/03 11:52:00,2015,02,03,11,52,00,America/New_York
Clear,0,0,0,0,0,0,-7.2,16.1,2015/02/03 12:52:00,2015,02,03,12,52,00,America/New_York
Clear,0,0,0,0,0,0,-6.1,16.1,2015/02/03 13:52:00,2015,02,03,13,52,00,America/New_York
Clear,0,0,0,0,0,0,-5.6,16.1,2015/02/03 14:52:00,2015,02,03,14,52,00,America/New_York
Clear,0,0,0,0,0,0,-5.6,16.1,2015/02/03 15:52:00,2015,02,03,15,52,00,America/New_York
Clear,0,0,0,0,0,0,-6.1,16.1,2015/02/03 16:52:00,2015,02,03,16,52,00,America/New_York
Clear,0,0,0,0,0,0,-9.4,16.1,2015/02/03 17:52:00,2015,02,03,17,52,00,America/New_York
Clear,0,0,0,0,0,0,-12.2,16.1,2015/02/03 18:52:00,2015,02,03,18,52,00,America/New_York
Clear,0,0,0,0,0,0,-14.4,16.1,2015/02/03 19:52:00,2015,02,03,19,52,00,America/New_York
Clear,0,0,0,0,0,0,-14.4,16.1,2015/02/03 20:52:00,2015,02,03,20,52,00,America/New_York
Clear,0,0,0,0,0,0,-15.6,16.1,2015/02/03 21:52:00,2015,02,03,21,52,00,America/New_York
Clear,0,0,0,0,0,0,-15.6,16.1,2015/02/03 22:52:00,2015,02,03,22,52,00,America/New_York
Clear,0,0,0,0,0,0,-16.7,16.1,2015/02/03 23:52:00,2015,02,03,23,52,00,America/New_York
Clear,0,0,0,0,0,0,-17.2,16.1,2015/02/04 00:52:00,2015,02,04,00,52,00,America/New_York
Clear,0,0,0,0,0,0,-17.2,16.1,2015/02/04 01:52:00,2015,02,04,01,52,00,America/New_York
Clear,0,0,0,0,0,0,-16.7,16.1,2015/02/04 02:52:00,2015,02,04,02,52,00,America/New_York
Partly Cloudy,0,0,0,0,0,0,-16.7,16.1,2015/02/04 03:52:00,2015,02,04,03,52,00,America/New_York
Overcast,0,0,0,0,0,0,-15.0,16.1,2015/02/04 04:52:00,2015,02,04,04,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,-13.9,16.1,2015/02/04 05:52:00,2015,02,04,05,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,-12.2,16.1,2015/02/04 06:52:00,2015,02,04,06,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,-11.1,16.1,2015/02/04 07:52:00,2015,02,04,07,52,00,America/New_York
Overcast,0,0,0,0,0,0,-6.7,16.1,2015/02/04 08:52:00,2015,02,04,08,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,-3.3,16.1,2015/02/04 09:52:00,2015,02,04,09,52,00,America/New_York
Scattered Clouds,0,0,0,0,0,0,-1.7,16.1,2015/02/04 10:52:00,2015,02,04,10,52,00,America/New_York
Overcast,0,0,0,0,0,0,-0.6,16.1,2015/02/04 11:52:00,2015,02,04,11,52,00,America/New_York
Overcast,0,0,0,0,0,0,1.1,16.1,2015/02/04 12:52:00,2015,02,04,12,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,2.2,16.1,2015/02/04 13:52:00,2015,02,04,13,52,00,America/New_York
Overcast,0,0,0,0,0,0,2.2,16.1,2015/02/04 14:52:00,2015,02,04,14,52,00,America/New_York
Overcast,0,0,0,0,0,0,2.8,16.1,2015/02/04 15:52:00,2015,02,04,15,52,00,America/New_York
Partly Cloudy,0,0,0,0,0,0,2.2,16.1,2015/02/04 16:52:00,2015,02,04,16,52,00,America/New_York
Overcast,0,0,0,0,0,0,2.8,16.1,2015/02/04 17:52:00,2015,02,04,17,52,00,America/New_York
Overcast,0,0,0,0,0,0,3.3,16.1,2015/02/04 18:52:00,2015,02,04,18,52,00,America/New_York
Overcast,0,0,0,0,0,0,3.9,16.1,2015/02/04 19:52:00,2015,02,04,19,52,00,America/New_York
Overcast,0,0,0,0,0,0,4.4,16.1,2015/02/04 20:52:00,2015,02,04,20,52,00,America/New_York
Overcast,0,0,0,0,0,0,3.9,16.1,2015/02/04 21:52:00,2015,02,04,21,52,00,America/New_York
Overcast,0,0,0,0,0,0,4.4,16.1,2015/02/04 22:52:00,2015,02,04,22,52,00,America/New_York
Overcast,0,0,0,0,0,0,3.9,16.1,2015/02/04 23:52:00,2015,02,04,23,52,00,America/New_York
Overcast,0,0,0,0,0,0,3.3,16.1,2015/02/05 00:52:00,2015,02,05,00,52,00,America/New_York
Scattered Clouds,0,0,0,0,0,0,2.8,16.1,2015/02/05 01:52:00,2015,02,05,01,52,00,America/New_York
Clear,0,0,0,0,0,0,2.8,16.1,2015/02/05 02:52:00,2015,02,05,02,52,00,America/New_York
Clear,0,0,0,0,0,0,2.2,16.1,2015/02/05 03:52:00,2015,02,05,03,52,00,America/New_York
Clear,0,0,0,0,0,0,1.1,16.1,2015/02/05 04:52:00,2015,02,05,04,52,00,America/New_York
Clear,0,0,0,0,0,0,0.0,14.5,2015/02/05 05:52:00,2015,02,05,05,52,00,America/New_York
Clear,0,0,0,0,0,0,-1.1,11.3,2015/02/05 06:52:00,2015,02,05,06,52,00,America/New_York
Clear,0,0,0,0,0,0,0.0,9.7,2015/02/05 07:52:00,2015,02,05,07,52,00,America/New_York
Partly Cloudy,0,0,0,0,0,0,1.7,16.1,2015/02/05 08:52:00,2015,02,05,08,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,2.2,16.1,2015/02/05 09:37:00,2015,02,05,09,37,00,America/New_York
Overcast,0,0,0,0,0,0,1.7,16.1,2015/02/05 09:52:00,2015,02,05,09,52,00,America/New_York
Light Snow,0,0,0,1,0,0,0.6,3.2,2015/02/05 10:33:00,2015,02,05,10,33,00,America/New_York
Overcast,0,0,0,0,0,0,0.6,8.0,2015/02/05 10:42:00,2015,02,05,10,42,00,America/New_York
Light Snow,0,0,0,1,0,0,0.0,6.4,2015/02/05 10:52:00,2015,02,05,10,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-1.7,3.2,2015/02/05 11:10:00,2015,02,05,11,10,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.2,2.8,2015/02/05 11:32:00,2015,02,05,11,32,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,3.2,2015/02/05 11:40:00,2015,02,05,11,40,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,2.4,2015/02/05 11:52:00,2015,02,05,11,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,3.2,2015/02/05 12:14:00,2015,02,05,12,14,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,4.8,2015/02/05 12:27:00,2015,02,05,12,27,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,3.2,2015/02/05 12:34:00,2015,02,05,12,34,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.9,3.2,2015/02/05 12:52:00,2015,02,05,12,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.9,6.4,2015/02/05 13:21:00,2015,02,05,13,21,00,America/New_York
Overcast,0,0,0,0,0,0,-3.9,14.5,2015/02/05 13:42:00,2015,02,05,13,42,00,America/New_York
Overcast,0,0,0,0,0,0,-3.9,16.1,2015/02/05 13:52:00,2015,02,05,13,52,00,America/New_York
Overcast,0,0,0,0,0,0,-5.6,16.1,2015/02/05 14:52:00,2015,02,05,14,52,00,America/New_York
Overcast,0,0,0,0,0,0,-6.7,16.1,2015/02/05 15:52:00,2015,02,05,15,52,00,America/New_York
Overcast,0,0,0,0,0,0,-6.1,16.1,2015/02/05 16:52:00,2015,02,05,16,52,00,America/New_York
Clear,0,0,0,0,0,0,-7.2,16.1,2015/02/05 17:52:00,2015,02,05,17,52,00,America/New_York
Clear,0,0,0,0,0,0,-8.3,16.1,2015/02/05 18:52:00,2015,02,05,18,52,00,America/New_York
Clear,0,0,0,0,0,0,-9.4,16.1,2015/02/05 19:52:00,2015,02,05,19,52,00,America/New_York
Clear,0,0,0,0,0,0,-10.6,16.1,2015/02/05 20:52:00,2015,02,05,20,52,00,America/New_York
Clear,0,0,0,0,0,0,-11.7,16.1,2015/02/05 21:52:00,2015,02,05,21,52,00,America/New_York
Clear,0,0,0,0,0,0,-12.2,16.1,2015/02/05 22:52:00,2015,02,05,22,52,00,America/New_York
Clear,0,0,0,0,0,0,-13.3,16.1,2015/02/05 23:52:00,2015,02,05,23,52,00,America/New_York
Clear,0,0,0,0,0,0,-14.4,16.1,2015/02/06 00:52:00,2015,02,06,00,52,00,America/New_York
Clear,0,0,0,0,0,0,-14.4,16.1,2015/02/06 01:52:00,2015,02,06,01,52,00,America/New_York
Clear,0,0,0,0,0,0,-15.0,16.1,2015/02/06 02:52:00,2015,02,06,02,52,00,America/New_York
Clear,0,0,0,0,0,0,-15.6,16.1,2015/02/06 03:52:00,2015,02,06,03,52,00,America/New_York
Clear,0,0,0,0,0,0,-16.1,16.1,2015/02/06 04:52:00,2015,02,06,04,52,00,America/New_York
Clear,0,0,0,0,0,0,-16.7,16.1,2015/02/06 05:52:00,2015,02,06,05,52,00,America/New_York
Clear,0,0,0,0,0,0,-18.3,16.1,2015/02/06 06:52:00,2015,02,06,06,52,00,America/New_York
Clear,0,0,0,0,0,0,-17.2,16.1,2015/02/06 07:52:00,2015,02,06,07,52,00,America/New_York
Clear,0,0,0,0,0,0,-13.9,16.1,2015/02/06 08:52:00,2015,02,06,08,52,00,America/New_York
Clear,0,0,0,0,0,0,-12.2,16.1,2015/02/06 09:52:00,2015,02,06,09,52,00,America/New_York
Clear,0,0,0,0,0,0,-10.6,16.1,2015/02/06 10:52:00,2015,02,06,10,52,00,America/New_York
Partly Cloudy,0,0,0,0,0,0,-8.9,16.1,2015/02/06 11:52:00,2015,02,06,11,52,00,America/New_York
Overcast,0,0,0,0,0,0,-7.8,16.1,2015/02/06 12:52:00,2015,02,06,12,52,00,America/New_York
Overcast,0,0,0,0,0,0,-7.2,16.1,2015/02/06 13:52:00,2015,02,06,13,52,00,America/New_York
Overcast,0,0,0,0,0,0,-7.2,16.1,2015/02/06 14:52:00,2015,02,06,14,52,00,America/New_York
Clear,0,0,0,0,0,0,-6.7,16.1,2015/02/06 15:52:00,2015,02,06,15,52,00,America/New_York
Clear,0,0,0,0,0,0,-7.2,16.1,2015/02/06 16:52:00,2015,02,06,16,52,00,America/New_York
Clear,0,0,0,0,0,0,-8.3,16.1,2015/02/06 17:52:00,2015,02,06,17,52,00,America/New_York
Clear,0,0,0,0,0,0,-10.0,16.1,2015/02/06 18:52:00,2015,02,06,18,52,00,America/New_York
Clear,0,0,0,0,0,0,-10.0,16.1,2015/02/06 19:52:00,2015,02,06,19,52,00,America/New_York
Clear,0,0,0,0,0,0,-10.0,16.1,2015/02/06 20:52:00,2015,02,06,20,52,00,America/New_York
Clear,0,0,0,0,0,0,-10.0,16.1,2015/02/06 21:52:00,2015,02,06,21,52,00,America/New_York
Clear,0,0,0,0,0,0,-9.4,16.1,2015/02/06 22:52:00,2015,02,06,22,52,00,America/New_York
Clear,0,0,0,0,0,0,-10.0,16.1,2015/02/06 23:52:00,2015,02,06,23,52,00,America/New_York
Clear,0,0,0,0,0,0,-8.9,16.1,2015/02/07 00:52:00,2015,02,07,00,52,00,America/New_York
Clear,0,0,0,0,0,0,-8.9,16.1,2015/02/07 01:52:00,2015,02,07,01,52,00,America/New_York
Overcast,0,0,0,0,0,0,-8.9,16.1,2015/02/07 02:52:00,2015,02,07,02,52,00,America/New_York
Overcast,0,0,0,0,0,0,-7.8,16.1,2015/02/07 03:52:00,2015,02,07,03,52,00,America/New_York
Overcast,0,0,0,0,0,0,-7.2,16.1,2015/02/07 04:52:00,2015,02,07,04,52,00,America/New_York
Overcast,0,0,0,0,0,0,-6.7,16.1,2015/02/07 05:52:00,2015,02,07,05,52,00,America/New_York
Overcast,0,0,0,0,0,0,-6.7,16.1,2015/02/07 06:52:00,2015,02,07,06,52,00,America/New_York
Overcast,0,0,0,0,0,0,-6.1,16.1,2015/02/07 07:52:00,2015,02,07,07,52,00,America/New_York
Scattered Clouds,0,0,0,0,0,0,-5.0,16.1,2015/02/07 08:52:00,2015,02,07,08,52,00,America/New_York
Partly Cloudy,0,0,0,0,0,0,-3.9,16.1,2015/02/07 09:52:00,2015,02,07,09,52,00,America/New_York
Overcast,0,0,0,0,0,0,-3.3,16.1,2015/02/07 10:52:00,2015,02,07,10,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.9,4.0,2015/02/07 11:35:00,2015,02,07,11,35,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.9,1.6,2015/02/07 11:43:00,2015,02,07,11,43,00,America/New_York
Light Snow,0,0,0,1,0,0,-4.0,1.2,2015/02/07 11:50:00,2015,02,07,11,50,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.9,1.2,2015/02/07 11:52:00,2015,02,07,11,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.9,2.0,2015/02/07 11:59:00,2015,02,07,11,59,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.9,3.2,2015/02/07 12:17:00,2015,02,07,12,17,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.9,4.0,2015/02/07 12:32:00,2015,02,07,12,32,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,4.8,2015/02/07 12:39:00,2015,02,07,12,39,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,3.2,2015/02/07 12:52:00,2015,02,07,12,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,2.8,2015/02/07 13:26:00,2015,02,07,13,26,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.0,3.2,2015/02/07 13:48:00,2015,02,07,13,48,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.3,3.2,2015/02/07 13:52:00,2015,02,07,13,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,8.0,2015/02/07 14:22:00,2015,02,07,14,22,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,4.8,2015/02/07 14:52:00,2015,02,07,14,52,00,America/New_York
Overcast,0,0,0,0,0,0,-2.8,11.3,2015/02/07 15:52:00,2015,02,07,15,52,00,America/New_York
Overcast,0,0,0,0,0,0,-2.2,16.1,2015/02/07 16:52:00,2015,02,07,16,52,00,America/New_York
Overcast,0,0,0,0,0,0,-2.2,16.1,2015/02/07 17:52:00,2015,02,07,17,52,00,America/New_York
Overcast,0,0,0,0,0,0,-2.2,16.1,2015/02/07 18:52:00,2015,02,07,18,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.2,11.3,2015/02/07 19:52:00,2015,02,07,19,52,00,America/New_York
Overcast,0,0,0,0,0,0,-2.8,16.1,2015/02/07 20:52:00,2015,02,07,20,52,00,America/New_York
Overcast,0,0,0,0,0,0,-2.8,14.5,2015/02/07 21:52:00,2015,02,07,21,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,4.8,2015/02/07 22:39:00,2015,02,07,22,39,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.0,4.0,2015/02/07 22:50:00,2015,02,07,22,50,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,4.0,2015/02/07 22:52:00,2015,02,07,22,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,4.8,2015/02/07 23:12:00,2015,02,07,23,12,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,3.2,2015/02/07 23:43:00,2015,02,07,23,43,00,America/New_York
Light Snow,0,0,0,1,0,0,-3.0,2.8,2015/02/07 23:50:00,2015,02,07,23,50,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.8,2.4,2015/02/07 23:52:00,2015,02,07,23,52,00,America/New_York
Light Snow,0,0,0,1,0,0,-2.2,1.6,2015/02/08 00:52:00,2015,02,08,00,52,00,America/New_York
