"conds","fog","hail","rain","snow","thunder","tornado","temp","vis","precip","date","year","month","day","hour","minute","second","tzname"
Mist,0,0,0,0,0,0,6.1,1.2,-9999.00,2015/04/03 23:30:00,2015,04,03,23,30,00,America/New_York
Fog,1,0,0,0,0,0,6.1,0.8,-9999.00,2015/04/03 23:52:00,2015,04,03,23,52,00,America/New_York
Mist,0,0,0,0,0,0,6.1,1.2,-9999.00,2015/04/04 00:52:00,2015,04,04,00,52,00,America/New_York
Light Rain,0,0,1,0,0,0,6.1,1.6,0.0,2015/04/04 01:21:00,2015,04,04,01,21,00,America/New_York
Light Rain,0,0,1,0,0,0,6.1,4.0,0.0,2015/04/04 01:38:00,2015,04,04,01,38,00,America/New_York
Overcast,0,0,0,0,0,0,6.0,1.6,0.0,2015/04/04 01:49:00,2015,04,04,01,49,00,America/New_York
Overcast,0,0,0,0,0,0,6.1,1.6,0.0,2015/04/04 01:52:00,2015,04,04,01,52,00,America/New_York
Mist,0,0,0,0,0,0,6.1,1.2,-9999.00,2015/04/04 02:03:00,2015,04,04,02,03,00,America/New_York
Fog,1,0,0,0,0,0,6.1,0.8,-9999.00,2015/04/04 02:52:00,2015,04,04,02,52,00,America/New_York
Fog,1,0,0,0,0,0,6.1,0.8,0.0,2015/04/04 03:52:00,2015,04,04,03,52,00,America/New_York
Fog,1,0,0,0,0,0,6.7,0.8,-9999.00,2015/04/04 04:52:00,2015,04,04,04,52,00,America/New_York
Overcast,0,0,0,0,0,0,7.8,1.2,0.0,2015/04/04 05:52:00,2015,04,04,05,52,00,America/New_York
Overcast,0,0,0,0,0,0,8.3,1.6,-9999.00,2015/04/04 06:03:00,2015,04,04,06,03,00,America/New_York
Light Rain,0,0,1,0,0,0,8.9,4.0,0.0,2015/04/04 06:45:00,2015,04,04,06,45,00,America/New_York
Light Rain,0,0,1,0,0,0,8.9,4.8,0.0,2015/04/04 06:52:00,2015,04,04,06,52,00,America/New_York
Overcast,0,0,0,0,0,0,9.0,2.8,0.0,2015/04/04 07:50:00,2015,04,04,07,50,00,America/New_York
Overcast,0,0,0,0,0,0,8.9,2.8,0.0,2015/04/04 07:51:00,2015,04,04,07,51,00,America/New_York
Overcast,0,0,0,0,0,0,8.3,1.2,-9999.00,2015/04/04 08:03:00,2015,04,04,08,03,00,America/New_York
Overcast,0,0,0,0,0,0,8.3,3.2,-9999.00,2015/04/04 08:22:00,2015,04,04,08,22,00,America/New_York
Overcast,0,0,0,0,0,0,8.3,11.3,-9999.00,2015/04/04 08:30:00,2015,04,04,08,30,00,America/New_York
Overcast,0,0,0,0,0,0,8.3,16.1,0.0,2015/04/04 08:52:00,2015,04,04,08,52,00,America/New_York
Overcast,0,0,0,0,0,0,8.3,16.1,-9999.00,2015/04/04 09:29:00,2015,04,04,09,29,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,8.9,16.1,-9999.00,2015/04/04 09:40:00,2015,04,04,09,40,00,America/New_York
Partly Cloudy,0,0,0,0,0,0,9.4,16.1,-9999.00,2015/04/04 09:52:00,2015,04,04,09,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,9.4,16.1,-9999.00,2015/04/04 10:25:00,2015,04,04,10,25,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,10.6,16.1,-9999.00,2015/04/04 10:52:00,2015,04,04,10,52,00,America/New_York
Scattered Clouds,0,0,0,0,0,0,10.6,16.1,-9999.00,2015/04/04 10:59:00,2015,04,04,10,59,00,America/New_York
Overcast,0,0,0,0,0,0,11.1,16.1,-9999.00,2015/04/04 11:52:00,2015,04,04,11,52,00,America/New_York
Overcast,0,0,0,0,0,0,11.1,16.1,-9999.00,2015/04/04 12:52:00,2015,04,04,12,52,00,America/New_York
Overcast,0,0,0,0,0,0,10.6,16.1,-9999.00,2015/04/04 13:52:00,2015,04,04,13,52,00,America/New_York
Partly Cloudy,0,0,0,0,0,0,10.0,16.1,-9999.00,2015/04/04 14:52:00,2015,04,04,14,52,00,America/New_York
Clear,0,0,0,0,0,0,9.4,16.1,-9999.00,2015/04/04 15:52:00,2015,04,04,15,52,00,America/New_York
Clear,0,0,0,0,0,0,8.9,16.1,-9999.00,2015/04/04 16:52:00,2015,04,04,16,52,00,America/New_York
Partly Cloudy,0,0,0,0,0,0,8.3,16.1,-9999.00,2015/04/04 17:52:00,2015,04,04,17,52,00,America/New_York
Partly Cloudy,0,0,0,0,0,0,6.7,16.1,-9999.00,2015/04/04 18:52:00,2015,04,04,18,52,00,America/New_York
Clear,0,0,0,0,0,0,4.4,16.1,-9999.00,2015/04/04 19:52:00,2015,04,04,19,52,00,America/New_York
Clear,0,0,0,0,0,0,3.3,16.1,-9999.00,2015/04/04 20:52:00,2015,04,04,20,52,00,America/New_York
Clear,0,0,0,0,0,0,0.0,16.1,-9999.00,2015/04/04 21:52:00,2015,04,04,21,52,00,America/New_York
Clear,0,0,0,0,0,0,1.7,16.1,-9999.00,2015/04/04 22:52:00,2015,04,04,22,52,00,America/New_York
Clear,0,0,0,0,0,0,1.7,16.1,-9999.00,2015/04/04 23:52:00,2015,04,04,23,52,00,America/New_York
Clear,0,0,0,0,0,0,1.1,16.1,-9999.00,2015/04/05 00:52:00,2015,04,05,00,52,00,America/New_York
Clear,0,0,0,0,0,0,0.6,16.1,-9999.00,2015/04/05 01:52:00,2015,04,05,01,52,00,America/New_York
Clear,0,0,0,0,0,0,0.0,16.1,-9999.00,2015/04/05 02:52:00,2015,04,05,02,52,00,America/New_York
Clear,0,0,0,0,0,0,-0.6,16.1,-9999.00,2015/04/05 03:52:00,2015,04,05,03,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,-1.1,16.1,-9999.00,2015/04/05 04:52:00,2015,04,05,04,52,00,America/New_York
Clear,0,0,0,0,0,0,-0.6,16.1,-9999.00,2015/04/05 05:52:00,2015,04,05,05,52,00,America/New_York
Clear,0,0,0,0,0,0,0.0,16.1,-9999.00,2015/04/05 06:52:00,2015,04,05,06,52,00,America/New_York
Clear,0,0,0,0,0,0,2.8,16.1,-9999.00,2015/04/05 07:52:00,2015,04,05,07,52,00,America/New_York
Clear,0,0,0,0,0,0,5.0,16.1,-9999.00,2015/04/05 08:52:00,2015,04,05,08,52,00,America/New_York
Clear,0,0,0,0,0,0,6.7,16.1,-9999.00,2015/04/05 09:52:00,2015,04,05,09,52,00,America/New_York
Clear,0,0,0,0,0,0,7.8,16.1,-9999.00,2015/04/05 10:52:00,2015,04,05,10,52,00,America/New_York
Clear,0,0,0,0,0,0,8.9,16.1,-9999.00,2015/04/05 11:52:00,2015,04,05,11,52,00,America/New_York
Overcast,0,0,0,0,0,0,10.0,16.1,-9999.00,2015/04/05 12:52:00,2015,04,05,12,52,00,America/New_York
Overcast,0,0,0,0,0,0,9.4,16.1,-9999.00,2015/04/05 13:52:00,2015,04,05,13,52,00,America/New_York
Overcast,0,0,0,0,0,0,8.9,16.1,-9999.00,2015/04/05 14:52:00,2015,04,05,14,52,00,America/New_York
Light Rain,0,0,1,0,0,0,6.7,16.1,0.0,2015/04/05 15:52:00,2015,04,05,15,52,00,America/New_York
Light Rain,0,0,1,0,0,0,5.0,16.1,0.0,2015/04/05 16:52:00,2015,04,05,16,52,00,America/New_York
Light Rain,0,0,1,0,0,0,3.3,14.5,0.0,2015/04/05 17:52:00,2015,04,05,17,52,00,America/New_York
Overcast,0,0,0,0,0,0,2.8,16.1,0.3,2015/04/05 18:52:00,2015,04,05,18,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,2.2,16.1,-9999.00,2015/04/05 19:52:00,2015,04,05,19,52,00,America/New_York
Overcast,0,0,0,0,0,0,2.2,16.1,-9999.00,2015/04/05 20:52:00,2015,04,05,20,52,00,America/New_York
Overcast,0,0,0,0,0,0,2.2,16.1,0.0,2015/04/05 21:52:00,2015,04,05,21,52,00,America/New_York
Light Rain,0,0,1,0,0,0,2.2,16.1,0.0,2015/04/05 22:52:00,2015,04,05,22,52,00,America/New_York
Light Rain,0,0,1,0,0,0,2.2,12.9,0.0,2015/04/05 23:31:00,2015,04,05,23,31,00,America/New_York
Light Rain,0,0,1,0,0,0,1.7,16.1,0.3,2015/04/05 23:52:00,2015,04,05,23,52,00,America/New_York
Overcast,0,0,0,0,0,0,1.7,16.1,0.0,2015/04/06 00:28:00,2015,04,06,00,28,00,America/New_York
Light Rain,0,0,1,0,0,0,1.7,16.1,0.0,2015/04/06 00:52:00,2015,04,06,00,52,00,America/New_York
Overcast,0,0,0,0,0,0,1.7,16.1,0.0,2015/04/06 01:52:00,2015,04,06,01,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,1.7,16.1,-9999.00,2015/04/06 02:52:00,2015,04,06,02,52,00,America/New_York
Overcast,0,0,0,0,0,0,0.6,8.0,-9999.00,2015/04/06 03:52:00,2015,04,06,03,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,0.6,9.7,-9999.00,2015/04/06 04:52:00,2015,04,06,04,52,00,America/New_York
Overcast,0,0,0,0,0,0,0.0,2.8,-9999.00,2015/04/06 05:10:00,2015,04,06,05,10,00,America/New_York
Overcast,0,0,0,0,0,0,0.6,4.8,-9999.00,2015/04/06 05:18:00,2015,04,06,05,18,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,0.0,4.0,-9999.00,2015/04/06 05:50:00,2015,04,06,05,50,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,0.0,4.0,-9999.00,2015/04/06 05:52:00,2015,04,06,05,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,-0.6,4.8,-9999.00,2015/04/06 05:56:00,2015,04,06,05,56,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,0.0,2.8,-9999.00,2015/04/06 06:03:00,2015,04,06,06,03,00,America/New_York
Overcast,0,0,0,0,0,0,-1.1,1.6,-9999.00,2015/04/06 06:16:00,2015,04,06,06,16,00,America/New_York
Overcast,0,0,0,0,0,0,-1.1,1.2,-9999.00,2015/04/06 06:26:00,2015,04,06,06,26,00,America/New_York
Light Freezing Fog,1,0,0,0,0,0,-1.1,0.4,-9999.00,2015/04/06 06:32:00,2015,04,06,06,32,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,-1.7,1.6,-9999.00,2015/04/06 06:43:00,2015,04,06,06,43,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,-1.0,1.2,-9999.00,2015/04/06 06:49:00,2015,04,06,06,49,00,America/New_York
Light Freezing Fog,1,0,0,0,0,0,-1.1,0.8,-9999.00,2015/04/06 06:52:00,2015,04,06,06,52,00,America/New_York
Scattered Clouds,0,0,0,0,0,0,-1.1,3.2,-9999.00,2015/04/06 07:07:00,2015,04,06,07,07,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,-0.6,6.4,-9999.00,2015/04/06 07:15:00,2015,04,06,07,15,00,America/New_York
Overcast,0,0,0,0,0,0,1.1,9.7,-9999.00,2015/04/06 07:52:00,2015,04,06,07,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,3.9,16.1,-9999.00,2015/04/06 08:52:00,2015,04,06,08,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,5.6,16.1,-9999.00,2015/04/06 09:52:00,2015,04,06,09,52,00,America/New_York
Overcast,0,0,0,0,0,0,6.7,16.1,-9999.00,2015/04/06 10:52:00,2015,04,06,10,52,00,America/New_York
Partly Cloudy,0,0,0,0,0,0,8.3,16.1,-9999.00,2015/04/06 11:52:00,2015,04,06,11,52,00,America/New_York
Clear,0,0,0,0,0,0,10.0,16.1,-9999.00,2015/04/06 12:52:00,2015,04,06,12,52,00,America/New_York
Clear,0,0,0,0,0,0,9.4,16.1,-9999.00,2015/04/06 13:52:00,2015,04,06,13,52,00,America/New_York
Clear,0,0,0,0,0,0,10.0,16.1,-9999.00,2015/04/06 14:52:00,2015,04,06,14,52,00,America/New_York
Clear,0,0,0,0,0,0,11.1,16.1,-9999.00,2015/04/06 15:52:00,2015,04,06,15,52,00,America/New_York
Clear,0,0,0,0,0,0,11.1,16.1,-9999.00,2015/04/06 16:52:00,2015,04,06,16,52,00,America/New_York
Clear,0,0,0,0,0,0,9.4,16.1,-9999.00,2015/04/06 17:52:00,2015,04,06,17,52,00,America/New_York
Clear,0,0,0,0,0,0,8.3,16.1,-9999.00,2015/04/06 18:52:00,2015,04,06,18,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,7.2,16.1,-9999.00,2015/04/06 19:52:00,2015,04,06,19,52,00,America/New_York
Partly Cloudy,0,0,0,0,0,0,5.0,16.1,-9999.00,2015/04/06 20:52:00,2015,04,06,20,52,00,America/New_York
Scattered Clouds,0,0,0,0,0,0,5.6,16.1,-9999.00,2015/04/06 21:52:00,2015,04,06,21,52,00,America/New_York
Overcast,0,0,0,0,0,0,5.6,16.1,-9999.00,2015/04/06 22:52:00,2015,04,06,22,52,00,America/New_York
Clear,0,0,0,0,0,0,6.1,16.1,-9999.00,2015/04/06 23:52:00,2015,04,06,23,52,00,America/New_York
Overcast,0,0,0,0,0,0,5.6,16.1,-9999.00,2015/04/07 00:52:00,2015,04,07,00,52,00,America/New_York
Mostly Cloudy,0,0,0,0,0,0,5.6,16.1,-9999.00,2015/04/07 01:52:00,2015,04,07,01,52,00,America/New_York
Overcast,0,0,0,0,0,0,5.6,16.1,-9999.00,2015/04/07 02:52:00,2015,04,07,02,52,00,America/New_York
Overcast,0,0,0,0,0,0,5.0,16.1,-9999.00,2015/04/07 03:52:00,2015,04,07,03,52,00,America/New_York
Overcast,0,0,0,0,0,0,4.4,16.1,-9999.00,2015/04/07 04:41:00,2015,04,07,04,41,00,America/New_York
Overcast,0,0,0,0,0,0,4.4,16.1,-9999.00,2015/04/07 04:52:00,2015,04,07,04,52,00,America/New_York
Overcast,0,0,0,0,0,0,3.9,16.1,-9999.00,2015/04/07 05:52:00,2015,04,07,05,52,00,America/New_York
Overcast,0,0,0,0,0,0,3.9,12.9,-9999.00,2015/04/07 06:52:00,2015,04,07,06,52,00,America/New_York
Overcast,0,0,0,0,0,0,4.4,12.9,-9999.00,2015/04/07 07:00:00,2015,04,07,07,00,00,America/New_York
Overcast,0,0,0,0,0,0,4.4,16.1,-9999.00,2015/04/07 07:52:00,2015,04,07,07,52,00,America/New_York
Overcast,0,0,0,0,0,0,4.4,16.1,-9999.00,2015/04/07 08:52:00,2015,04,07,08,52,00,America/New_York
Overcast,0,0,0,0,0,0,4.4,14.5,0.0,2015/04/07 09:52:00,2015,04,07,09,52,00,America/New_York
Overcast,0,0,0,0,0,0,4.4,12.9,-9999.00,2015/04/07 10:06:00,2015,04,07,10,06,00,America/New_York
Overcast,0,0,0,0,0,0,4.4,11.3,-9999.00,2015/04/07 10:52:00,2015,04,07,10,52,00,America/New_York
Light Rain,0,0,1,0,0,0,4.4,12.9,0.5,2015/04/07 11:52:00,2015,04,07,11,52,00,America/New_York
Rain,0,0,1,0,0,0,3.9,4.0,0.8,2015/04/07 12:14:00,2015,04,07,12,14,00,America/New_York
Light Rain,0,0,1,0,0,0,4.4,8.0,1.0,2015/04/07 12:22:00,2015,04,07,12,22,00,America/New_York
Light Rain,0,0,1,0,0,0,3.9,4.8,1.8,2015/04/07 12:52:00,2015,04,07,12,52,00,America/New_York
Light Rain,0,0,1,0,0,0,3.9,8.0,2.3,2015/04/07 13:52:00,2015,04,07,13,52,00,America/New_York
Light Rain,0,0,1,0,0,0,3.9,14.5,0.0,2015/04/07 14:52:00,2015,04,07,14,52,00,America/New_York
Light Rain,0,0,1,0,0,0,3.3,14.5,0.3,2015/04/07 15:52:00,2015,04,07,15,52,00,America/New_York
Overcast,0,0,0,0,0,0,3.3,11.3,0.0,2015/04/07 16:52:00,2015,04,07,16,52,00,America/New_York
Light Rain,0,0,1,0,0,0,2.8,6.4,0.3,2015/04/07 17:52:00,2015,04,07,17,52,00,America/New_York
Rain,0,0,1,0,0,0,2.8,6.4,1.0,2015/04/07 18:44:00,2015,04,07,18,44,00,America/New_York
Rain,0,0,1,0,0,0,2.8,8.0,1.3,2015/04/07 18:52:00,2015,04,07,18,52,00,America/New_York
Light Rain,0,0,1,0,0,0,2.8,9.7,0.5,2015/04/07 19:12:00,2015,04,07,19,12,00,America/New_York
Light Rain,0,0,1,0,0,0,2.8,12.9,0.5,2015/04/07 19:24:00,2015,04,07,19,24,00,America/New_York
Rain,0,0,1,0,0,0,2.8,12.9,1.0,2015/04/07 19:52:00,2015,04,07,19,52,00,America/New_York
Overcast,0,0,0,0,0,0,2.8,16.1,0.0,2015/04/07 20:52:00,2015,04,07,20,52,00,America/New_York
Overcast,0,0,0,0,0,0,2.8,16.1,-9999.00,2015/04/07 21:02:00,2015,04,07,21,02,00,America/New_York
Overcast,0,0,0,0,0,0,2.8,16.1,-9999.00,2015/04/07 21:33:00,2015,04,07,21,33,00,America/New_York
Overcast,0,0,0,0,0,0,2.8,16.1,-9999.00,2015/04/07 21:52:00,2015,04,07,21,52,00,America/New_York
