"did","charge","battery_overload","overload","charging","battery_full_voltage","overdischarge_voltage","load_on","charge_current","battery_temperature","battery_full","over_discharge","pv_voltage","load_current","battery_voltage","load_short","date"
tidbase4,"99.12358648580465","0","0","1","14.545334821428574","11.003080357142858","1","4.349166666666666","16.725446428571427","0","0","18.315357142857145","0.9532589285714284","13.713080357142857","0","Thu Apr 02 2015 10:00:00 GMT-0400 (EDT)"
tidbase4,"100.10262675775603","0","0","1","14.513265625000003","11.016234375000002","1","4.0830625","18.45625","0","0","18.551953125000004","0.9528281250000001","13.75971875","0","Thu Apr 02 2015 10:20:00 GMT-0400 (EDT)"
tidbase4,"100.61239253507647","0","0","1","14.512286184210526","11.016529605263159","1","1.6264473684210525","18.557565789473685","0","0","18.684259868421055","0.998075657894737","13.146529605263158","0","Thu Apr 02 2015 10:40:00 GMT-0400 (EDT)"
tidbase4,"101.03337694801043","0","0","1","14.520890625000002","11.012359374999999","1","3.883265625","18.0515625","0.3875","0","19.424453125","0.9794218750000001","13.76134375","0","Thu Apr 02 2015 11:00:00 GMT-0400 (EDT)"
tidbase4,"102.26891578929197","0","0","1","14.492878289473687","11.028207236842107","1","5.221973684210527","19.57730263157895","1","0","19.72652960526316","0.9132894736842104","14.469259868421055","0","Thu Apr 02 2015 11:20:00 GMT-0400 (EDT)"
tidbase4,"103.50082577774263","0","0","1","14.470657894736842","11.040578125000001","1","4.9575328947368416","20.85032894736842","1","0","20.332734374999998","0.9104062500000001","14.467890624999999","0","Thu Apr 02 2015 11:40:00 GMT-0400 (EDT)"
tidbase4,"104.67392791598562","0","0","1","14.46859375","11.041134868421054","1","4.646031250000001","21.0140625","0.921875","0","20.244046052631578","0.9356907894736842","14.400789473684211","0","Thu Apr 02 2015 12:00:00 GMT-0400 (EDT)"
tidbase4,"105.7706231203714","0","0","1","14.468634868421054","11.041381578947368","1","4.448256578947368","21","1","0","20.782368421052627","0.9122697368421054","14.464506578947368","0","Thu Apr 02 2015 12:20:00 GMT-0400 (EDT)"
tidbase4,"106.80564921753107","0","0","1","14.468125","11.041671875000002","1","4.22378125","21","1","0","20.747734375","0.9080937500000001","14.465015624999998","0","Thu Apr 02 2015 12:40:00 GMT-0400 (EDT)"
tidbase4,"107.77888313232016","0","0","1","14.467894736842105","11.041924342105265","1","4.010855263157895","21","1","0","20.879407894736847","0.9048848684210525","14.46578947368421","0","Thu Apr 02 2015 13:00:00 GMT-0400 (EDT)"
tidbase4,"108.68788144051705","0","0","1","14.468234375","11.041531249999998","1","3.8200937500000003","21","1","0","20.861093750000002","0.9083124999999999","14.46628125","0","Thu Apr 02 2015 13:20:00 GMT-0400 (EDT)"
tidbase4,"109.54390851594357","0","0","1","14.468700657894736","11.041200657894736","1","3.656973684210526","21","1","0","21.008437500000003","0.9022039473684211","14.466990131578948","0","Thu Apr 02 2015 13:40:00 GMT-0400 (EDT)"
tidbase4,"110.34371759106823","0","0","1","14.272000000000002","11.040828125","1","3.39215625","21","1","0","21.033281249999998","0.9287187500000001","14.27134375","0","Thu Apr 02 2015 14:00:00 GMT-0400 (EDT)"
tidbase4,"110.96718537053398","0","0","1","13.870361842105263","11.038700657894738","1","2.428059210526316","20.95230263157895","1","0","17.817894736842106","0.9760197368421055","13.66371710526316","0","Thu Apr 02 2015 14:20:00 GMT-0400 (EDT)"
tidbase4,"111.26055530925827","0","0","1","13.892483552631578","11.026447368421051","1","2.0818421052631577","19.654605263157894","1","0","14.225789473684209","0.9855756578947367","13.432269736842104","0","Thu Apr 02 2015 14:40:00 GMT-0400 (EDT)"
tidbase4,"111.56472097135345","0","0","1","13.904281249999997","11.0215","1","1.6550468749999996","19","1","0","14.147890624999999","0.976328125","13.350593749999998","0","Thu Apr 02 2015 15:00:00 GMT-0400 (EDT)"
tidbase4,"111.74852485448247","0","0","1","14.408651315789475","11.01235197368421","1","1.703125","18.095394736842106","0.18585526315789475","0","15.940921052631579","0.9888980263157895","13.295082236842106","0","Thu Apr 02 2015 15:20:00 GMT-0400 (EDT)"
tidbase4,"111.995550937074","0","0","1","14.507468749999997","11.019390624999998","1","1.5985","18.85","0","0","19.7821875","0.995484375","13.333671874999999","0","Thu Apr 02 2015 15:40:00 GMT-0400 (EDT)"
tidbase4,"112.05487725343784","0","0","1","14.505460526315787","11.021134868421052","1","1.0204111842105263","18.949013157894736","0","0","19.849555921052634","0.9862499999999997","13.12328947368421","0","Thu Apr 02 2015 16:00:00 GMT-0400 (EDT)"
tidbase4,"112.12215418990661","0","0","1","14.504468750000001","11.021906249999999","1","1.3527968750000001","18.984375","0","0","19.975312499999998","0.984953125","13.175234374999999","0","Thu Apr 02 2015 16:20:00 GMT-0400 (EDT)"
tidbase4,"112.1145232369139","0","0","1","14.516858552631579","11.01486842105263","1","0.5283059210526315","18.330592105263158","0","0","16.942648026315787","1.0058223684210523","13.027302631578948","0","Thu Apr 02 2015 16:40:00 GMT-0400 (EDT)"
