"did","charge","charging","overdischarge_voltage","battery_full_voltage","battery_overload","overload","load_on","pv_voltage","battery_full","over_discharge","battery_temperature","charge_current","load_current","battery_voltage","load_short","date"
tidbase4,"-9.00496969864982","1","10.929736842105264","14.684753289473685","0","0","1","19.807697368421056","0","0","9.044407894736842","2.0770559210526316","1.0380427631578948","13.329999999999998","0","Sun Mar 01 2015 13:00:00 GMT-0500 (EST)"
tidbase4,"-8.711566578130801","1","10.929484375000001","14.685437499999997","0","0","1","19.318906249999998","0","0","9.0109375","1.8109062499999997","1.0313125","13.28596875","0","Sun Mar 01 2015 13:20:00 GMT-0500 (EST)"
tidbase4,"-8.55729940822118","1","10.928338815789473","14.687746710526318","0","0","1","19.35407894736842","0","0","8.90296052631579","1.3598190789473683","1.038075657894737","13.166430921052632","0","Sun Mar 01 2015 13:40:00 GMT-0500 (EST)"
tidbase4,"-8.514659339877223","1","10.919578124999997","14.702328125000003","0","0","1","19.340546875","0","0","8.0046875","1.0392031249999998","1.0440000000000003","13.068234374999998","0","Sun Mar 01 2015 14:00:00 GMT-0500 (EST)"
tidbase4,"-8.538615451121824","1","10.913733552631578","14.715345394736843","0","0","1","19.188536184210527","0","0","7.310855263157895","0.9345723684210528","1.0483059210526313","13.00748355263158","0","Sun Mar 01 2015 14:20:00 GMT-0500 (EST)"
tidbase4,"-8.605453268175424","1","10.909828125","14.724874999999997","0","0","1","18.44390625","0","0","6.81875","0.694625","1.045609375","12.948390625000002","0","Sun Mar 01 2015 14:40:00 GMT-0500 (EST)"
tidbase4,"-8.749197520011899","1","10.903092105263159","14.739950657894736","0","0","1","19.460575657894736","0","0","6.0082236842105265","0.4976151315789474","1.0500164473684213","12.885065789473682","0","Sun Mar 01 2015 15:00:00 GMT-0500 (EST)"
tidbase4,"-8.935651054304907","1","10.902417763157894","14.740279605263154","0","0","1","18.66583881578947","0","0","6","0.3417598684210527","1.0657894736842106","12.842746710526317","0","Sun Mar 01 2015 15:20:00 GMT-0500 (EST)"
tidbase4,"-9.180877000433","1","10.901640625000002","14.740421875000001","0","0","1","18.224687499999998","0","0","6","0.21382812499999998","1.0681406250000003","12.8039375","0","Sun Mar 01 2015 15:40:00 GMT-0500 (EST)"
tidbase4,"-9.454926616664983","1","10.899605263157897","14.743075657894739","0","0","1","15.64733552631579","0","0","5.876644736842105","0.1331907894736842","1.0770230263157896","12.770164473684211","0","Sun Mar 01 2015 16:00:00 GMT-0500 (EST)"
tidbase4,"-9.74780487641555","1","10.892437500000002","14.758484375","0","0","1","17.021953125000003","0","0","5","0.08134375000000002","1.061390625","12.737265625000001","0","Sun Mar 01 2015 16:20:00 GMT-0500 (EST)"
tidbase4,"-10.050258463019745","1","10.892976973684211","14.758240131578948","0","0","1","16.673815789473682","0","0","5","0.04692434210526317","1.0626315789473686","12.71264802631579","0","Sun Mar 01 2015 16:40:00 GMT-0500 (EST)"
tidbase4,"-10.352592171129034","1","10.892927631578948","14.758371710526315","0","0","1","15.895526315789473","0","0","5","0.03509868421052631","1.0638157894736842","12.689144736842104","0","Sun Mar 01 2015 17:00:00 GMT-0500 (EST)"
tidbase4,"-10.671265814809129","0.0140625","10.885265624999999","14.775187499999998","0","0","1","7.037796875000002","0","0","4.1265625","0.000625","1.0751874999999997","12.654187499999999","0","Sun Mar 01 2015 17:20:00 GMT-0500 (EST)"
tidbase4,"-10.998676054593417","0","10.875921052631577","14.794046052631577","0","0","1","0.6165296052631577","0","0","3","0","1.0792598684210526","12.634144736842105","0","Sun Mar 01 2015 17:40:00 GMT-0500 (EST)"
tidbase4,"-11.324136110369775","0","10.876484375","14.793734375000003","0","0","1","0.16789062499999996","0","0","3","0","1.0614843749999998","12.60853125","0","Sun Mar 01 2015 18:00:00 GMT-0500 (EST)"
tidbase4,"-11.647683342143138","0","10.872680921052634","14.800608552631576","0","0","1","0.1669407894736842","0","0","2.6447368421052633","0","1.0782072368421054","12.584375","0","Sun Mar 01 2015 18:20:00 GMT-0500 (EST)"
tidbase4,"-11.976592299475929","0","10.866515625","14.811968750000002","0","0","1","0.16734374999999996","0","0","2","0","1.092171875","12.570203124999997","0","Sun Mar 01 2015 18:40:00 GMT-0500 (EST)"
tidbase4,"-12.307387905809705","0","10.86623355263158","14.812072368421052","0","0","1","0.17072368421052633","0","0","2","0","1.0862500000000002","12.555921052631579","0","Sun Mar 01 2015 19:00:00 GMT-0500 (EST)"
tidbase4,"-12.634055497433206","0","10.866296874999998","14.812359375000003","0","0","1","0.17179687500000002","0","0","2","0","1.0707656250000002","12.532984375","0","Sun Mar 01 2015 19:20:00 GMT-0500 (EST)"
tidbase4,"-12.960285015108832","0","10.873042763157894","14.799276315789475","0","0","1","0.16932565789473683","0","0","2.731907894736842","0","1.0754605263157897","12.516513157894735","0","Sun Mar 01 2015 19:40:00 GMT-0500 (EST)"
tidbase4,"-13.289028747240044","0","10.87546875","14.794359374999999","0","0","1","0.16828125000000002","0","0","3","0","1.091796875","12.502406249999998","0","Sun Mar 01 2015 20:00:00 GMT-0500 (EST)"
tidbase4,"-13.617607047452264","0","10.8765625","14.793355263157896","0","0","1","0.1685032894736842","0","0","3","0","1.082796052631579","12.490460526315792","0","Sun Mar 01 2015 20:20:00 GMT-0500 (EST)"
tidbase4,"-13.938066199559342","0","10.876480263157893","14.793404605263158","0","0","1","0.16858552631578952","0","0","3","0","1.0770888157894736","12.483355263157891","0","Sun Mar 01 2015 20:40:00 GMT-0500 (EST)"
tidbase4,"-14.25667311370839","0","10.875921052631577","14.793980263157895","0","0","1","0.1691611842105263","0","0","3","0","1.0735032894736845","12.479506578947365","0","Sun Mar 01 2015 21:00:00 GMT-0500 (EST)"
tidbase4,"-14.585661405012491","0","10.875203125000002","14.794609374999999","0","0","1","0.169453125","0","0","3","0","1.0909375","12.47834375","0","Sun Mar 01 2015 21:20:00 GMT-0500 (EST)"
tidbase4,"-14.911668219179205","0","10.875789473684211","14.794210526315789","0","0","1","0.17023026315789472","0","0","3","0","1.0736348684210528","12.473930921052634","0","Sun Mar 01 2015 21:40:00 GMT-0500 (EST)"
tidbase4,"-15.230251129976594","0","10.876312500000001","14.793296874999996","0","0","1","0.17124999999999999","0","0","3.0203125","0","1.0840625000000002","12.468140625","0","Sun Mar 01 2015 22:00:00 GMT-0500 (EST)"
tidbase4,"-15.559666206380152","0","10.883355263157895","14.778930921052632","0","0","1","0.1694078947368421","0","0","3.995065789473684","0","1.0876809210526315","12.45796052631579","0","Sun Mar 01 2015 22:20:00 GMT-0500 (EST)"
tidbase4,"-15.887928915656179","0","10.883421875","14.77799342105263","0","0","1","0.16898437500000002","0","0","4","0","1.0891250000000003","12.449859374999997","0","Sun Mar 01 2015 22:40:00 GMT-0500 (EST)"
tidbase4,"-16.21784207398869","0","10.883717105263159","14.777640624999998","0","0","1","0.17055921052631576","0","0","4","0","1.0814638157894738","12.440000000000001","0","Sun Mar 01 2015 23:00:00 GMT-0500 (EST)"
tidbase4,"-16.54852743650588","0","10.882875","14.777944078947371","0","0","1","0.17382812499999997","0","0","4","0","1.1013157894736842","12.433203125","0","Sun Mar 01 2015 23:20:00 GMT-0500 (EST)"
tidbase4,"-16.881033742281364","0","10.882894736842104","14.778203124999996","0","0","1","0.17064144736842105","0","0","4","0","1.0865781250000002","12.425444078947368","0","Sun Mar 01 2015 23:40:00 GMT-0500 (EST)"
tidbase4,"-17.21196795308712","0","10.88264802631579","14.778749999999999","0","0","1","0.17023026315789477","0","0","4","0","1.0914144736842106","12.417006578947369","0","Mon Mar 02 2015 00:00:00 GMT-0500 (EST)"
tidbase4,"-17.54178742802312","0","10.882687500000003","14.778328124999998","0","0","1","0.1721875","0","0","4","0","1.087421875","12.409593750000003","0","Mon Mar 02 2015 00:20:00 GMT-0500 (EST)"
tidbase4,"-17.87075413997636","0","10.883338815789473","14.778009868421051","0","0","1","0.1685032894736842","0","0","4","0","1.0862500000000002","12.402796052631578","0","Mon Mar 02 2015 00:40:00 GMT-0500 (EST)"
tidbase4,"-18.201138668229873","0","10.883578125","14.777500000000003","0","0","1","0.16968750000000002","0","0","4","0","1.0833906250000003","12.396031249999998","0","Mon Mar 02 2015 01:00:00 GMT-0500 (EST)"
tidbase4,"-18.530937553557873","0","10.883240131578948","14.778174342105261","0","0","1","0.16973684210526313","0","0","4","0","1.0874506578947367","12.392039473684212","0","Mon Mar 02 2015 01:20:00 GMT-0500 (EST)"
tidbase4,"-18.851624211361216","0","10.882582236842104","14.77863486842105","0","0","1","0.1689144736842105","0","0","4","0","1.0879440789473684","12.389572368421051","0","Mon Mar 02 2015 01:40:00 GMT-0500 (EST)"
tidbase4,"-19.180469240866078","0","10.883015625","14.778578125000001","0","0","1","0.168515625","0","0","4","0","1.0912968749999998","12.38759375","0","Mon Mar 02 2015 02:00:00 GMT-0500 (EST)"
tidbase4,"-19.51227676856625","0","10.883108552631576","14.777878289473682","0","0","1","0.16850328947368423","0","0","4","0","1.093421052631579","12.382763157894738","0","Mon Mar 02 2015 02:20:00 GMT-0500 (EST)"
tidbase4,"-19.831478110644024","0","10.883437500000001","14.777796052631578","0","0","1","0.16981907894736845","0","0","4","0","1.080263157894737","12.376513157894735","0","Mon Mar 02 2015 02:40:00 GMT-0500 (EST)"
tidbase4,"-20.161291792810715","0","10.88296875","14.777921874999999","0","0","1","0.169375","0","0","4","0","1.089046875","12.369015625000001","0","Mon Mar 02 2015 03:00:00 GMT-0500 (EST)"
tidbase4,"-20.49432039379376","0","10.88220394736842","14.779078947368422","0","0","1","0.16866776315789475","0","0","4","0","1.0995888157894735","12.35953947368421","0","Mon Mar 02 2015 03:20:00 GMT-0500 (EST)"
tidbase4,"-20.82538280021077","0","10.882531250000003","14.778546874999998","0","0","1","0.16835937500000003","0","0","4","0","1.091375","12.351625000000002","0","Mon Mar 02 2015 03:40:00 GMT-0500 (EST)"
tidbase4,"-21.155965424255317","0","10.883174342105264","14.777746710526314","0","0","1","0.1683388157894737","0","0","4","0","1.0827796052631578","12.34282894736842","0","Mon Mar 02 2015 04:00:00 GMT-0500 (EST)"
tidbase4,"-21.488907145211066","0","10.880437499999998","14.782578125","0","0","1","0.16921875","0","0","3.7390625","0","1.103","12.332578125000001","0","Mon Mar 02 2015 04:20:00 GMT-0500 (EST)"
tidbase4,"-21.818624063576454","0","10.875164473684212","14.794671052631578","0","0","1","0.1666940789473684","0","0","3.004934210526316","0","1.087730263157895","12.322483552631578","0","Mon Mar 02 2015 04:40:00 GMT-0500 (EST)"
tidbase4,"-22.150683165398654","0","10.875250000000001","14.794453124999995","0","0","1","0.16906250000000003","0","0","3","0","1.09678125","12.314640625","0","Mon Mar 02 2015 05:00:00 GMT-0500 (EST)"
tidbase4,"-22.484951216980686","0","10.87532894736842","14.794440789473683","0","0","1","0.1680098684210526","0","0","3","0","1.1014144736842104","12.306825657894738","0","Mon Mar 02 2015 05:20:00 GMT-0500 (EST)"
tidbase4,"-22.819797050379407","0","10.874500000000003","14.795140624999998","0","0","1","0.17257812499999997","0","0","3","0","1.1059375","12.301593750000002","0","Mon Mar 02 2015 05:40:00 GMT-0500 (EST)"
tidbase4,"-23.15016437361022","0","10.874983552631578","14.794950657894736","0","0","1","1.7557565789473684","0","0","3","0","1.0775493421052633","12.299868421052633","0","Mon Mar 02 2015 06:00:00 GMT-0500 (EST)"
tidbase4,"-23.481037262657907","0","10.874812500000003","14.794875","0","0","1","8.335234375000002","0","0","3","0","1.099625","12.299812500000002","0","Mon Mar 02 2015 06:20:00 GMT-0500 (EST)"
tidbase4,"-23.812553049210308","0.7269736842105263","10.877088815789472","14.789786184210527","0","0","1","14.066743421052632","0","0","3.325657894736842","0.0014802631578947369","1.0953125000000001","12.29952302631579","0","Mon Mar 02 2015 06:40:00 GMT-0500 (EST)"
tidbase4,"-24.145529946469537","1","10.887796875000001","14.765953125000001","0","0","1","16.263984375000003","0","0","4.678125","0.0017500000000000003","1.1028593750000002","12.295953125000002","0","Mon Mar 02 2015 07:00:00 GMT-0500 (EST)"
tidbase4,"-24.479533337663174","1","10.890937500000001","14.759276315789476","0","0","1","15.773569078947368","0","0","5","0.001842105263157895","1.1","12.288421052631577","0","Mon Mar 02 2015 07:20:00 GMT-0500 (EST)"
tidbase4,"-24.81082365991205","1","10.896578124999998","14.749515625","0","0","1","15.351640625000002","0","0","5.5171875","0.0017031249999999998","1.0944218749999999","12.281343750000001","0","Mon Mar 02 2015 07:40:00 GMT-0500 (EST)"
tidbase4,"-25.1430935220624","1","10.901513157894735","14.740592105263156","0","0","1","17.140180921052632","0","0","6","0.0017598684210526317","1.100328947368421","12.27597039473684","0","Mon Mar 02 2015 08:00:00 GMT-0500 (EST)"
tidbase4,"-25.478474495103022","1","10.901015625000001","14.740749999999997","0","0","1","17.314531249999998","0","0","6","0.002484375","1.1095312499999999","12.27153125","0","Mon Mar 02 2015 08:20:00 GMT-0500 (EST)"
tidbase4,"-25.815159335214833","1","10.906907894736841","14.728470394736842","0","0","1","17.317894736842103","0","0","6.641447368421052","0.0025986842105263164","1.1076480263157895","12.266019736842106","0","Mon Mar 02 2015 08:40:00 GMT-0500 (EST)"
tidbase4,"-26.103956190041373","1","10.910484375000001","14.722484374999999","0","0","1","18.577968750000004","0","0","7","0.6287187499999999","1.1069375","12.321625000000001","0","Mon Mar 02 2015 09:00:00 GMT-0500 (EST)"
tidbase4,"-26.065605164809487","1","10.916282894736842","14.712351973684209","0","0","1","18.910822368421048","0","0","7.577302631578948","1.2463157894736843","1.0938980263157894","12.457302631578946","0","Mon Mar 02 2015 09:20:00 GMT-0500 (EST)"
tidbase4,"-25.97568309098733","1","10.919687499999998","14.704325657894739","0","0","1","19.48779605263158","0","0","8","2.031940789473684","1.0747697368421054","12.552878289473684","0","Mon Mar 02 2015 09:40:00 GMT-0500 (EST)"
tidbase4,"-25.267415499087157","1","10.930968750000002","14.682984375","0","0","1","19.145703125000004","0","0","9.2296875","4.433890625","1.0637031250000002","12.97903125","0","Mon Mar 02 2015 10:00:00 GMT-0500 (EST)"
tidbase4,"-24.37981710482396","1","10.94939144736842","14.648371710526318","0","0","1","19.06715460526316","0","0","11.106907894736842","3.7648848684210527","1.0605098684210528","13.036825657894736","0","Mon Mar 02 2015 10:20:00 GMT-0500 (EST)"
tidbase4,"-23.376087624253206","1","10.965476973684211","14.616611842105266","0","0","1","17.7114802631579","0","0","12.799342105263158","5.463256578947367","1.0526644736842106","13.195197368421054","0","Mon Mar 02 2015 10:40:00 GMT-0500 (EST)"
tidbase4,"-21.879494199958007","1","10.99203125","14.560343750000001","0","0","1","17.64484375","0","0","16.0125","5.629484375","1.064078125","13.265640625000003","0","Mon Mar 02 2015 11:00:00 GMT-0500 (EST)"
tidbase4,"-20.529587521047084","1","11.01434210526316","14.51404605263158","0","0","1","18.21189144736842","0","0","18.536184210526315","5.741250000000001","1.0512993421052632","13.298075657894737","0","Mon Mar 02 2015 11:20:00 GMT-0500 (EST)"
tidbase4,"-19.04057182659823","1","11.033552631578948","14.479358552631581","0","0","1","18.238125","0","0","20.53453947368421","5.80266447368421","1.0639967105263155","13.351496710526318","0","Mon Mar 02 2015 11:40:00 GMT-0500 (EST)"
tidbase4,"-17.940772541554836","1","11.037406250000002","14.472687500000001","0","0","1","18.295624999999998","0","0","20.8984375","4.522937499999999","1.064328125","13.260078125000001","0","Mon Mar 02 2015 12:00:00 GMT-0500 (EST)"
tidbase4,"-16.547935675437934","1","11.036036184210527","14.475296052631577","0","0","1","18.344046052631573","0","0","20.77138157894737","6.38266447368421","1.0525000000000002","13.450000000000001","0","Mon Mar 02 2015 12:20:00 GMT-0500 (EST)"
tidbase4,"-15.000305880895864","1","11.038848684210524","14.470361842105266","0","0","1","18.00375","0","0","21.001644736842106","6.451529605263157","1.0400822368421052","13.522023026315791","0","Mon Mar 02 2015 12:40:00 GMT-0500 (EST)"
tidbase4,"-13.31565508984329","1","11.047565789473685","14.453404605263154","0","0","1","18.15490131578947","0","0","21.87171052631579","6.608207236842105","1.0297861842105263","13.613174342105262","0","Mon Mar 02 2015 13:00:00 GMT-0500 (EST)"
tidbase4,"-11.806112847371564","1","11.048171875000001","14.451315789473684","0","0","1","18.310546874999996","0","0","22","5.23532894736842","1.03221875","13.537828125","0","Mon Mar 02 2015 13:20:00 GMT-0500 (EST)"
tidbase4,"-10.840336374363556","1","11.042154605263159","14.462640624999997","0","0","1","18.558519736842108","0","0","21.4078125","3.408499999999999","1.0616282894736842","13.360279605263159","0","Mon Mar 02 2015 13:40:00 GMT-0500 (EST)"
tidbase4,"-10.019074677540416","1","11.029457236842104","14.488618421052632","0","0","1","19.46921875","0","0","20.039473684210527","4.1714473684210525","1.0397039473684209","13.463651315789473","0","Mon Mar 02 2015 14:00:00 GMT-0500 (EST)"
tidbase4,"-9.40558863253268","1","11.016250000000001","14.510874999999999","0","0","1","19.460986842105257","0","0","18.6703125","2.119390625","1.032015625","13.239890624999997","0","Mon Mar 02 2015 14:20:00 GMT-0500 (EST)"
tidbase4,"-9.131485487525268","1","10.996430921052632","14.551546052631576","0","0","1","20.598157894736843","0","0","16.481907894736842","2.014194078947368","1.0409375","13.191085526315788","0","Mon Mar 02 2015 14:40:00 GMT-0500 (EST)"
tidbase4,"-9.00782591734909","1","10.987319078947369","14.571299342105263","0","0","1","19.833026315789475","0","0","15.411184210526315","1.0025822368421056","1.0590460526315788","13.058009868421053","0","Mon Mar 02 2015 15:00:00 GMT-0500 (EST)"
tidbase4,"-9.070369885753118","1","10.972093749999997","14.604046875","0","0","1","17.269609374999998","0","0","13.5546875","0.819328125","1.0617500000000002","12.987312500000002","0","Mon Mar 02 2015 15:20:00 GMT-0500 (EST)"
tidbase4,"-9.206833468542508","1","10.958042763157895","14.630855263157894","0","0","1","16.886809210526316","0","0","12.037828947368421","0.4336019736842105","1.0648355263157896","12.917549342105263","0","Mon Mar 02 2015 15:40:00 GMT-0500 (EST)"
tidbase4,"-9.413860528775148","1","10.944078124999999","14.657890625000002","0","0","1","16.029921875000003","0","0","10.6046875","0.33315624999999993","1.0573593750000003","12.882765625","0","Mon Mar 02 2015 16:00:00 GMT-0500 (EST)"
tidbase4,"-9.655478021288067","1","10.933404605263158","14.677088815789476","0","0","1","15.165592105263158","0","0","9.56578947368421","0.21435855263157896","1.0787171052631581","12.847088815789471","0","Mon Mar 02 2015 16:20:00 GMT-0500 (EST)"
tidbase4,"-9.91606315090374","1","10.928634868421051","14.686776315789476","0","0","1","16.51649671052632","0","0","9","0.1644407894736842","1.0586842105263157","12.82611842105263","0","Mon Mar 02 2015 16:40:00 GMT-0500 (EST)"
tidbase4,"-10.194019849131285","1","10.920953125","14.699531249999998","0","0","1","16.622734375","0","0","8.2328125","0.0866875","1.0711875","12.802328124999999","0","Mon Mar 02 2015 17:00:00 GMT-0500 (EST)"
