"did","sht_temperature","bmp_temperature","illuminance","bmp_pressure","sht_humidity","battery_voltage","charge_flags_charge","charge_flags_fault","date","extra"
0x816B,31.155229885057494,30.484971098265905,23828.245714285713,1004.0068361581917,31.79887640449439,4.75375,-999,-999,Fri Oct 17 2014 13:00:00 GMT-0400 (EDT),-999
0x816B,27.36479508196719,26.64180327868854,15879,1004.7196721311478,37.5651639344262,4.748196721311478,-999,-999,Fri Oct 17 2014 15:00:00 GMT-0400 (EDT),-999
0x816B,17.37676470588236,17.187815126050417,554.6218487394958,1005.6160084033619,66.11302521008403,4.751764705882354,-999,-999,Fri Oct 17 2014 17:00:00 GMT-0400 (EDT),-999
0x816B,14.389625000000002,14.258333333333326,0,1006.0783333333342,77.59166666666665,4.756083333333334,-999,-999,Fri Oct 17 2014 19:00:00 GMT-0400 (EDT),-999
0x816B,13.71639344262294,13.590163934426245,0,1006.115163934426,80.05491803278687,4.754918032786887,-999,-999,Fri Oct 17 2014 21:00:00 GMT-0400 (EDT),-999
0x816B,13.564693877551019,13.439183673469445,0,1005.6067755102044,80.70897959183678,4.7517551020408195,-999,-999,Fri Oct 17 2014 23:00:00 GMT-0400 (EDT),-999
0x816B,12.562175732217582,12.464016736401643,0,1004.9921757322172,79.79288702928874,4.757071129707117,-999,-999,Sat Oct 18 2014 01:00:00 GMT-0400 (EDT),-999
0x816B,10.599999999999994,10.525000000000004,0,1004.279533898306,81.28516949152542,4.759745762711867,-999,-999,Sat Oct 18 2014 03:00:00 GMT-0400 (EDT),-999
0x816B,13.006680851063821,12.893617021276622,5.7957446808510635,1003.632212765958,82.25957446808512,4.752510638297876,-999,-999,Sat Oct 18 2014 05:00:00 GMT-0400 (EDT),-999
0x816B,15.969201877934282,15.778403755868549,1480.455399061033,1003.2260563380286,82.29530516431926,4.751690140845074,-999,-999,Sat Oct 18 2014 07:00:00 GMT-0400 (EDT),-999
0x816B,22.021102040816313,21.655918367346953,3125.0530612244897,1002.1400000000001,60.71265306122451,4.741918367346943,-999,-999,Sat Oct 18 2014 09:00:00 GMT-0400 (EDT),-999
