"did","sht_temperature","bmp_temperature","illuminance","bmp_pressure","sht_humidity","battery_voltage","charge_flags_charge","charge_flags_fault","date","extra"
0x814F,29.469494382022486,28.842937853107333,10534.13407821229,1005.3267955801106,32.21538461538462,4.762722222222219,-999,-999,Fri Oct 17 2014 13:00:00 GMT-0400 (EDT),-999
0x814F,28.53168776371308,27.543459915611784,26799.932489451476,1006.0652742616039,33.954430379746846,4.754556962025317,-999,-999,Fri Oct 17 2014 15:00:00 GMT-0400 (EDT),-999
0x814F,16.94206477732795,16.417408906882596,512.2348178137652,1006.7226315789472,64.56194331983804,4.747651821862353,-999,-999,Fri Oct 17 2014 17:00:00 GMT-0400 (EDT),-999
0x814F,14.394227642276414,13.850813008130075,0,1007.1692682926824,71.77520325203251,4.747235772357731,-999,-999,Fri Oct 17 2014 19:00:00 GMT-0400 (EDT),-999
0x814F,13.679333333333338,13.126250000000004,0,1007.1760000000007,73.40833333333333,4.744666666666674,-999,-999,Fri Oct 17 2014 21:00:00 GMT-0400 (EDT),-999
0x814F,13.492379032258047,12.936693548387113,0,1006.6629435483867,73.30403225806448,4.743064516129041,-999,-999,Fri Oct 17 2014 23:00:00 GMT-0400 (EDT),-999
0x814F,12.298983739837388,11.744308943089447,0,1006.0243902439023,71.79959349593489,4.7407317073170825,-999,-999,Sat Oct 18 2014 01:00:00 GMT-0400 (EDT),-999
0x814F,10.360756972111545,9.779681274900385,0,1005.2894023904377,73.27051792828688,4.7376892430279005,-999,-999,Sat Oct 18 2014 03:00:00 GMT-0400 (EDT),-999
0x814F,12.879960159362536,12.314741035856594,5.055776892430279,1004.6876892430278,75.11713147410356,4.737848605577701,-999,-999,Sat Oct 18 2014 05:00:00 GMT-0400 (EDT),-999
0x814F,15.969135802469145,15.348971193415649,1125.1893004115227,1004.3574485596706,76.98559670781898,4.738436213991781,-999,-999,Sat Oct 18 2014 07:00:00 GMT-0400 (EDT),-999
0x814F,22.473580786026197,21.75152838427947,2572.4366812227076,1003.3360262008736,54.50131004366812,4.74480349344979,-999,-999,Sat Oct 18 2014 09:00:00 GMT-0400 (EDT),-999
0x814F,26.64658536585365,25.93089430894311,4684.926829268293,1002.3969512195121,41.03699186991869,4.741382113821143,-999,-999,Sat Oct 18 2014 11:00:00 GMT-0400 (EDT),-999
0x814F,28.293192488262928,27.553521126760554,11323.492957746479,1001.1800938967141,36.29061032863851,4.7417370892018855,-999,-999,Sat Oct 18 2014 13:00:00 GMT-0400 (EDT),-999
0x814F,25.903130841121513,25.119158878504667,16367.714953271028,1000.67191588785,43.47570093457942,4.737429906542065,-999,-999,Sat Oct 18 2014 15:00:00 GMT-0400 (EDT),-999
0x814F,17.458938775510184,16.90408163265304,473.23673469387757,1001.0484489795921,66.15387755102039,4.737346938775524,-999,-999,Sat Oct 18 2014 17:00:00 GMT-0400 (EDT),-999
0x814F,14.791983805668002,14.213360323886624,0.004048582995951417,1002.3785425101215,69.1651821862348,4.735060728744955,-999,-999,Sat Oct 18 2014 19:00:00 GMT-0400 (EDT),-999
0x814F,13.444048582995963,12.898380566801645,0,1003.0739271255062,60.10647773279352,4.733846153846169,-999,-999,Sat Oct 18 2014 21:00:00 GMT-0400 (EDT),-999
0x814F,12.897228915662659,12.331325301204844,0,1003.672248995984,58.69076305220888,4.727791164658649,-999,-999,Sat Oct 18 2014 23:00:00 GMT-0400 (EDT),-999
0x814F,11.833426294820722,11.263745019920314,0,1004.3909561752989,60.75019920318727,4.723824701195235,-999,-999,Sun Oct 19 2014 01:00:00 GMT-0400 (EDT),-999
0x814F,11.61148000000001,11.04879999999998,0,1004.7963199999997,61.25720000000001,4.720880000000018,-999,-999,Sun Oct 19 2014 03:00:00 GMT-0400 (EDT),-999
0x814F,10.891720000000028,10.322399999999986,2.036,1006.1771600000004,63.06880000000001,4.728520000000015,-999,-999,Sun Oct 19 2014 05:00:00 GMT-0400 (EDT),-999
0x814F,11.776294820717135,11.188047808764928,608.2669322709163,1008.0035458167325,55.90717131474108,4.722589641434278,-999,-999,Sun Oct 19 2014 07:00:00 GMT-0400 (EDT),-999
0x814F,13.560679999999994,13.058800000000003,2311.232,1009.4944,42.88239999999994,4.721280000000014,-999,-999,Sun Oct 19 2014 09:00:00 GMT-0400 (EDT),-999
0x814F,19.401044176706826,18.56586345381527,4138.04016064257,1008.6379116465866,30.74377510040161,4.730803212851422,-999,-999,Sun Oct 19 2014 11:00:00 GMT-0400 (EDT),-999
0x814F,20.857968127490036,20.043426294820705,7385.374501992032,1008.8741035856578,27.034262948207164,4.723864541832685,-999,-999,Sun Oct 19 2014 13:00:00 GMT-0400 (EDT),-999
0x814F,13.784279999999997,13.201200000000004,1465.672,1009.9696399999996,35.8792,4.717760000000016,-999,-999,Sun Oct 19 2014 15:00:00 GMT-0400 (EDT),-999
0x814F,9.925079999999996,9.332800000000002,272.064,1011.5249599999996,40.38439999999997,4.715320000000015,-999,-999,Sun Oct 19 2014 17:00:00 GMT-0400 (EDT),-999
0x814F,8.128611111111107,7.527380952380964,0,1013.5602777777774,41.26825396825398,4.71218253968256,-999,-999,Sun Oct 19 2014 19:00:00 GMT-0400 (EDT),-999
0x814F,6.849719999999992,6.244800000000012,0,1014.4619599999996,42.483999999999995,4.713360000000017,-999,-999,Sun Oct 19 2014 21:00:00 GMT-0400 (EDT),-999
0x814F,6.740677290836656,6.244621513944234,0,1015.8661354581676,45.26892430278888,4.724860557768938,-999,-999,Sun Oct 19 2014 23:00:00 GMT-0400 (EDT),-999
